Rank,IRM,IBUId,Name,Nat,Shootings,ShootingTotal,TotalTime,WC,NC,BibColor,Behind,PursuitStartDistance,ResultOrder_shooting,TotalTime_shooting,Behind_shooting,ResultOrder_range,TotalTime_range,Behind_range,ResultOrder_ski,TotalTime_ski,Behind_ski,RaceId,EventId,EventName,RaceName,RaceDate,Season,Genre
4,,BTGER11411198801,SCHEMPP Simon,GER,0+1,1,25:05.0,43,143,,+46.6,0,999.0,1:00.0,+19.0,37,1:49.0,+12.4,3,22:45.4,+24.7,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
5,,BTNOR12303198601,L'ABEE-LUND Henrik,NOR,0+0,0,25:10.4,40,140,,+52.0,0,999.0,1:00.0,+19.0,66,1:55.9,+19.3,12,23:04.3,+43.6,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
6,,BTGER11803198701,PEIFFER Arnd,GER,0+0,0,25:14.4,38,138,,+56.0,0,999.0,58.0,+17.0,42,1:50.5,+13.9,17,23:14.4,+53.7,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
7,,BTSUI10510198901,WEGER Benjamin,SUI,1+0,1,25:19.0,36,136,,+1:00.6,0,999.0,56.0,+15.0,32,1:48.2,+11.6,9,22:56.7,+36.0,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
8,,BTGER11705198801,LESSER Erik,GER,1+0,1,25:19.4,34,134,,+1:01.0,0,999.0,46.0,+5.0,3,1:39.8,+3.2,13,23:07.0,+46.3,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
9,,BTRUS12108198701,SHIPULIN Anton,RUS,1+0,1,25:24.5,32,132,,+1:06.1,0,999.0,46.0,+5.0,4,1:40.0,+3.4,14,23:12.4,+51.7,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
9,,BTGER11302199301,NAWRATH Philipp,GER,0+0,0,25:24.5,32,,,+1:06.1,0,999.0,1:01.0,+20.0,59,1:53.8,+17.2,21,23:20.7,+1:00.0,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
11,,BTAUT10911198601,EBERHARD Julian,AUT,1+0,1,25:32.0,30,130,,+1:13.6,0,999.0,51.0,+10.0,20,1:46.6,+10.0,15,23:12.9,+52.2,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
12,,BTUKR10511199101,PIDRUCHNYI Dmytro,UKR,0+1,1,25:34.1,29,129,,+1:15.7,0,999.0,51.0,+10.0,11,1:44.6,+8.0,18,23:16.5,+55.8,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
13,,BTNOR11102198801,BIRKELAND Lars Helge,NOR,0+1,1,25:36.2,28,128,,+1:17.8,0,999.0,48.0,+7.0,14,1:44.9,+8.3,20,23:19.8,+59.1,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
14,,BTNOR12907198801,BOE Tarjei,NOR,0+1,1,25:40.1,27,,r,+1:21.7,0,999.0,53.0,+12.0,24,1:47.7,+11.1,23,23:22.0,+1:01.3,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
15,,BTITA13009198901,HOFER Lukas,ITA,1+1,2,25:40.9,26,126,,+1:22.5,0,999.0,1:04.0,+23.0,84,1:58.4,+21.8,7,22:52.9,+32.2,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
16,,BTRUS10302198801,LAPSHIN Timofei,KOR,0+1,1,25:44.9,25,125,,+1:26.5,0,1.0,41.0,0.0,1,1:36.6,0.0,31,23:35.1,+1:14.4,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
17,,BTRUS13103199301,ELISEEV Matvei,RUS,0+1,1,25:46.3,24,124,,+1:27.9,0,999.0,48.0,+7.0,2,1:38.7,+2.1,33,23:36.2,+1:15.5,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
18,,BTLAT12705198801,RASTORGUJEVS Andrejs,LAT,1+1,2,25:48.9,23,123,,+1:30.5,0,999.0,1:01.0,+20.0,57,1:53.7,+17.1,10,23:01.7,+41.0,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
19,,BTCAN12512198501,SMITH Nathan,CAN,0+0,0,25:50.3,22,122,,+1:31.9,0,999.0,48.0,+7.0,6,1:40.9,+4.3,54,23:59.4,+1:38.7,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
20,,BTRUS10301199201,TSVETKOV Maksim,RUS,0+1,1,25:50.7,21,121,,+1:32.3,0,999.0,55.0,+14.0,23,1:47.4,+10.8,27,23:30.6,+1:09.9,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
21,,BTFRA10312199101,DESTHIEUX Simon,FRA,2+0,2,25:53.3,20,120,,+1:34.9,0,999.0,1:02.0,+21.0,74,1:56.8,+20.2,11,23:01.8,+41.1,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
22,,BTSLO10901198601,BAUER Klemen,SLO,1+0,1,25:57.6,19,119,,+1:39.2,0,999.0,50.0,+9.0,24,1:47.7,+11.1,34,23:36.4,+1:15.7,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
22,,BTUSA10806199501,DOHERTY Sean,USA,0+0,0,25:57.6,19,119,,+1:39.2,0,999.0,53.0,+12.0,31,1:48.0,+11.4,57,24:00.6,+1:39.9,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
24,,BTGER11911199101,KUEHN Johannes,GER,2+1,3,25:59.2,17,,,+1:40.8,0,999.0,1:05.0,+24.0,84,1:58.4,+21.8,4,22:47.9,+27.2,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
24,,BTFIN12501199601,SEPPALA Tero,FIN,0+1,1,25:59.2,17,117,,+1:40.8,0,999.0,58.0,+17.0,46,1:51.5,+14.9,36,23:37.1,+1:16.4,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
26,,BTCZE12301199101,KRCMAR Michal,CZE,0+0,0,26:00.1,15,115,,+1:41.7,0,107.0,1:18.0,+37.0,106,2:15.0,+38.4,35,23:36.6,+1:15.9,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
27,,BTGER10405198301,ROESCH Michael,BEL,0+1,1,26:03.4,14,114,,+1:45.0,0,999.0,59.0,+18.0,49,1:51.9,+15.3,40,23:40.7,+1:20.0,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
28,,BTNOR12701197401,BJOERNDALEN Ole Einar,NOR,0+1,1,26:06.5,13,,,+1:48.1,0,4.0,47.0,+6.0,5,1:40.5,+3.9,49,23:53.9,+1:33.2,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
29,,BTRUS13101199201,LOGINOV Alexandr,RUS,1+1,2,26:08.0,12,,,+1:49.6,0,999.0,1:01.0,+20.0,57,1:53.7,+17.1,19,23:17.8,+57.1,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
30,,BTRUS10208199101,BABIKOV Anton,RUS,0+0,0,26:15.0,11,,,+1:56.6,0,37.0,54.0,+13.0,19,1:46.3,+9.7,72,24:18.8,+1:58.1,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
31,,BTEST11404197801,LESSING Roland,EST,0+0,0,26:17.8,10,110,,+1:59.4,0,999.0,1:00.0,+19.0,83,1:57.9,+21.3,65,24:10.6,+1:49.9,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
32,,BTSWE10310199201,NELIN Jesper,SWE,0+2,2,26:19.2,9,109,,+2:00.8,0,999.0,56.0,+15.0,64,1:55.6,+19.0,26,23:27.6,+1:06.9,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
33,,BTJPN11705198801,TACHIZAKI Mikito,JPN,0+1,1,26:21.5,8,108,,+2:03.1,0,999.0,52.0,+11.0,32,1:48.2,+11.6,56,24:00.3,+1:39.6,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
34,,BTCZE10906198401,MORAVEC Ondrej,CZE,1+1,2,26:22.7,7,107,,+2:04.3,0,999.0,53.0,+12.0,45,1:50.6,+14.0,36,23:37.1,+1:16.4,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
35,,BTAUT12302198301,EDER Simon,AUT,1+1,2,26:27.9,6,106,,+2:09.5,0,999.0,50.0,+9.0,7,1:42.0,+5.4,44,23:49.0,+1:28.3,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
36,,BTRUS11105198501,SIEMAKOV Volodymyr,UKR,1+0,1,26:28.6,5,105,,+2:10.2,0,999.0,50.0,+9.0,7,1:42.0,+5.4,67,24:14.1,+1:53.4,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
37,,BTUKR11311199201,TKALENKO Ruslan,UKR,0+0,0,26:29.5,4,104,,+2:11.1,0,999.0,53.0,+12.0,16,1:45.4,+8.8,85,24:34.7,+2:14.0,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
38,,BTFRA11608199201,FILLON MAILLET Quentin,FRA,1+2,3,26:30.0,3,103,,+2:11.6,0,999.0,58.0,+17.0,59,1:53.8,+17.2,16,23:13.4,+52.7,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
39,,BTFRA12403198801,BEATRIX Jean Guillaume,FRA,0+2,2,26:37.0,2,,,+2:18.6,0,999.0,51.0,+10.0,12,1:44.7,+8.1,53,23:59.1,+1:38.4,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
40,,BTSLO12201199401,DOVZAN Miha,SLO,0+1,1,26:38.9,1,101,,+2:20.5,0,999.0,48.0,+7.0,9,1:43.0,+6.4,79,24:22.9,+2:02.2,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
41,,BTITA12908199101,BORMOLINI Thomas,ITA,1+2,3,26:39.1,,100,,+2:20.7,0,999.0,56.0,+15.0,22,1:47.2,+10.6,30,23:34.7,+1:14.0,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
41,,BTNOR13007199001,BJOENTEGAARD Erlend,NOR,1+1,2,26:39.1,,,,+2:20.7,0,999.0,1:06.0,+25.0,98,2:03.8,+27.2,38,23:38.7,+1:18.0,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
43,,BTCAN10611199001,GOW Scott,CAN,2+1,3,26:43.5,,98,,+2:25.1,0,999.0,53.0,+12.0,24,1:47.7,+11.1,39,23:38.8,+1:18.1,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
44,,BTSWE12407198901,LINDSTROEM Fredrik,SWE,0+3,3,26:43.7,,97,,+2:25.3,0,999.0,59.0,+18.0,62,1:55.4,+18.8,28,23:32.5,+1:11.8,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
45,,BTITA10211199201,CHENAL Thierry,ITA,0+1,1,26:44.0,,96,,+2:25.6,0,999.0,1:01.0,+20.0,61,1:55.3,+18.7,68,24:14.9,+1:54.2,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
46,,BTCZE10302198301,SLESINGR Michal,CZE,1+2,3,26:44.2,,95,,+2:25.8,0,999.0,1:07.0,+26.0,96,2:03.3,+26.7,25,23:26.0,+1:05.3,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
47,,BTGER12403199001,DOLL Benedikt,GER,4+1,5,26:45.8,,,,+2:27.4,0,999.0,56.0,+15.0,35,1:48.4,+11.8,8,22:55.0,+34.3,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
48,,BTROM10606198901,FAUR Remus,ROU,0+1,1,26:46.6,,93,,+2:28.2,0,999.0,53.0,+12.0,41,1:49.6,+13.0,80,24:23.1,+2:02.4,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
49,,BTFRA11305199201,FINELLO Jeremy,SUI,0+1,1,26:46.7,,92,,+2:28.3,0,999.0,1:13.0,+32.0,104,2:11.3,+34.7,55,23:59.8,+1:39.1,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
50,,BTLTU12811199201,STROLIA Vytautas,LTU,0+2,2,26:47.2,,91,,+2:28.8,0,999.0,57.0,+16.0,42,1:50.5,+13.9,58,24:02.0,+1:41.3,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
51,,BTLAT10912198901,MUIZNIEKS Oskars,LAT,0+2,2,26:48.7,,90,,+2:30.3,0,106.0,1:15.0,+34.0,103,2:09.5,+32.9,43,23:45.3,+1:24.6,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
51,,BTCAN10411198601,GREEN Brendan,CAN,0+1,1,26:48.7,,90,,+2:30.3,0,999.0,1:03.0,+22.0,76,1:57.1,+20.5,73,24:19.6,+1:58.9,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
53,,BTUSA11506198101,BAILEY Lowell,USA,2+0,2,26:50.8,,88,,+2:32.4,0,999.0,49.0,+8.0,18,1:46.2,+9.6,62,24:08.5,+1:47.8,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
54,,BTCAN12803199301,GOW Christian,CAN,0+0,0,26:53.0,,,,+2:34.6,0,999.0,1:02.0,+21.0,81,1:57.5,+20.9,93,24:46.0,+2:25.3,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
55,,BTUKR12807198801,SEMENOV Sergii,UKR,1+2,3,26:54.9,,,,+2:36.5,0,999.0,1:00.0,+19.0,54,1:53.1,+16.5,41,23:43.2,+1:22.5,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
56,,BTAUT12205197601,MESOTITSCH Daniel,AUT,0+1,1,26:55.7,,85,,+2:37.3,0,999.0,1:01.0,+20.0,79,1:57.2,+20.6,82,24:25.4,+2:04.7,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
57,,BTRUS11302198801,GARANICHEV Evgenii,RUS,2+1,3,26:56.2,,,,+2:37.8,0,999.0,51.0,+10.0,15,1:45.0,+8.4,45,23:50.1,+1:29.4,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
58,,BTFRA11107199501,JACQUELIN Emilien,FRA,1+1,2,26:57.1,,,,+2:38.7,0,999.0,1:01.0,+20.0,68,1:56.2,+19.6,61,24:06.5,+1:45.8,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
59,,BTCZE11802199401,VACLAVIK Adam,CZE,0+2,2,27:00.7,,,,+2:42.3,0,999.0,59.0,+18.0,86,1:58.5,+21.9,60,24:04.9,+1:44.2,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
60,,BTSVK11005198301,KAZAR Matej,SVK,2+1,3,27:01.8,,81,,+2:43.4,0,999.0,53.0,+12.0,39,1:49.5,+12.9,46,23:51.5,+1:30.8,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
61,,BTBLR11309199501,KRYUKO Viktar,BLR,0+1,1,27:02.4,,80,,+2:44.0,0,999.0,55.0,+14.0,39,1:49.5,+12.9,87,24:39.5,+2:18.8,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
62,,BTSVK12508198701,OTCENAS Martin,SVK,1+2,3,27:03.1,,79,,+2:44.7,0,999.0,48.0,+7.0,27,1:47.8,+11.2,50,23:54.4,+1:33.7,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
63,,BTAUT13112199601,LEITNER Felix,AUT,2+1,3,27:05.5,,,,+2:47.1,0,98.0,1:08.0,+27.0,89,2:00.8,+24.2,42,23:44.9,+1:24.2,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
64,,BTLTU10105199001,KAUKENAS Tomas,LTU,2+0,2,27:06.3,,77,,+2:47.9,0,999.0,52.0,+11.0,49,1:51.9,+15.3,71,24:17.8,+1:57.1,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
64,,BTKAZ11101199401,PODKORYTOV Vassiliy,KAZ,0+1,1,27:06.3,,77,,+2:47.9,0,999.0,1:11.0,+30.0,102,2:07.9,+31.3,81,24:24.9,+2:04.2,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
66,,BTBLR11005199301,YALIOTNAU Raman,BLR,2+2,4,27:08.4,,75,,+2:50.0,0,999.0,49.0,+8.0,42,1:50.5,+13.9,29,23:33.3,+1:12.6,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
67,,BTBUL10312198201,KLECHOROV Michail,BUL,0+0,0,27:09.3,,74,,+2:50.9,0,999.0,52.0,+11.0,38,1:49.1,+12.5,100,25:10.4,+2:49.7,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
68,,BTBUL11703198701,ILIEV Vladimir,BUL,3+0,3,27:11.0,,73,,+2:52.6,0,999.0,59.0,+18.0,68,1:56.2,+19.6,51,23:56.6,+1:35.9,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
69,,BTRUS12502198701,ZHYRNYI Oleksandr,UKR,1+1,2,27:12.9,,,,+2:54.5,0,999.0,1:01.0,+20.0,56,1:53.6,+17.0,75,24:20.0,+1:59.3,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
70,,BTCZE10801198801,KRUPCIK Tomas,CZE,0+1,1,27:14.8,,,,+2:56.4,0,999.0,57.0,+16.0,62,1:55.4,+18.8,94,24:46.3,+2:25.6,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
70,,BTSLO12202199601,DRINOVEC Mitja,SLO,2+0,2,27:14.8,,,,+2:56.4,0,999.0,1:05.0,+24.0,88,2:00.5,+23.9,77,24:21.3,+2:00.6,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
72,,BTFRA12504198401,FOURCADE Simon,FRA,3+1,4,27:18.9,,,,+3:00.5,0,999.0,1:04.0,+23.0,97,2:03.4,+26.8,32,23:35.4,+1:14.7,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
73,,BTLTU10806199101,DOMBROVSKI Karol,LTU,0+1,1,27:19.1,,68,,+3:00.7,0,999.0,59.0,+18.0,67,1:56.0,+19.4,96,24:51.5,+2:30.8,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
73,,BTUSA10302198201,BURKE Tim,USA,1+2,3,27:19.1,,68,,+3:00.7,0,999.0,55.0,+14.0,51,1:52.6,+16.0,63,24:08.7,+1:48.0,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
75,,BTROU12710198901,PUCHIANU Cornel,ROU,1+2,3,27:19.2,,66,,+3:00.8,0,999.0,55.0,+14.0,55,1:53.3,+16.7,59,24:03.6,+1:42.9,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
76,,BTPOL12008199101,GUZIK Grzegorz,POL,1+2,3,27:21.8,,65,,+3:03.4,0,999.0,55.0,+14.0,52,1:52.7,+16.1,64,24:09.5,+1:48.8,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
77,,BTSWE12803199701,SAMUELSSON Sebastian,SWE,1+2,3,27:21.9,,64,,+3:03.5,0,999.0,1:04.0,+23.0,93,2:02.5,+25.9,52,23:56.7,+1:36.0,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
78,,BTBLR11012199501,VARABEI Maksim,BLR,1+1,2,27:22.5,,63,,+3:04.1,0,999.0,1:07.0,+26.0,93,2:02.5,+25.9,76,24:21.0,+2:00.3,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
79,,BTAUT11201198501,EBERHARD Tobias,AUT,3+1,4,27:22.9,,,,+3:04.5,0,999.0,51.0,+10.0,27,1:47.8,+11.2,46,23:51.5,+1:30.8,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
80,,BTITA10611198901,WINDISCH Dominik,ITA,3+4,7,27:23.4,,,,+3:05.0,0,999.0,1:02.0,+21.0,53,1:52.9,+16.3,6,22:50.1,+29.4,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
81,,BTFIN10202199101,HIIDENSALO Olli,FIN,0+2,2,27:25.9,,59,,+3:07.5,0,999.0,57.0,+16.0,76,1:57.1,+20.5,84,24:30.6,+2:09.9,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
82,,BTSVK12308199001,HASILLA Tomas,SVK,3+0,3,27:32.0,,57,,+3:13.6,0,999.0,1:06.0,+25.0,92,2:02.4,+25.8,66,24:11.1,+1:50.4,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
83,,BTSUI12206199001,DOLDER Mario,SUI,4+1,5,27:33.0,,55,,+3:14.6,0,999.0,1:07.0,+26.0,91,2:02.0,+25.4,22,23:21.8,+1:01.1,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
84,,BTSUI12007199001,WIESTNER Serafin,SUI,2+1,3,27:34.6,,,,+3:16.2,0,999.0,1:00.0,+19.0,68,1:56.2,+19.6,70,24:16.3,+1:55.6,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
85,,BTAUT10708199101,WAEGER Lorenz,AUT,2+0,2,27:35.7,,,,+3:17.3,0,999.0,49.0,+8.0,10,1:44.5,+7.9,98,24:52.8,+2:32.1,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
86,,BTBUL10109199301,SINAPOV Anton,BUL,0+3,3,27:40.6,,49,,+3:22.2,0,999.0,55.0,+14.0,82,1:57.6,+21.0,74,24:19.8,+1:59.1,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
87,,BTPOL11906199101,NEDZA-KUBINIEC Andrzej,POL,0+1,1,27:40.9,,47,,+3:22.5,0,999.0,48.0,+7.0,36,1:48.8,+12.2,102,25:15.5,+2:54.8,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
88,,BTSVK12804199201,SIMA Michal,SVK,2+0,2,27:42.4,,,,+3:24.0,0,999.0,1:11.0,+30.0,100,2:07.5,+30.9,87,24:39.5,+2:18.8,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
89,,BTEST10210199401,ZAHKNA Rene,EST,0+2,2,27:46.3,,43,,+3:27.9,0,999.0,51.0,+10.0,27,1:47.8,+11.2,99,24:56.6,+2:35.9,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
90,,BTROU10405199301,BUTA George,ROU,1+1,2,27:48.6,,41,,+3:30.2,0,999.0,1:00.0,+19.0,73,1:56.5,+19.9,97,24:52.1,+2:31.4,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
91,,BTKAZ11401199701,YEREMIN Roman,KAZ,3+3,6,27:52.1,,39,,+3:33.7,0,999.0,1:03.0,+22.0,64,1:55.6,+19.0,24,23:25.7,+1:05.0,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
92,,BTBLR11908199101,DAROZHKA Aliaksandr,BLR,0+4,4,27:52.9,,,,+3:34.5,0,999.0,51.0,+10.0,17,1:45.8,+9.2,83,24:25.5,+2:04.8,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
93,,BTPOL10104198801,SZCZUREK Lukasz,POL,0+3,3,27:53.4,,35,,+3:35.0,0,999.0,1:01.0,+20.0,75,1:56.9,+20.3,86,24:35.2,+2:14.5,BT1718SWRLCP02SMSP,BT1718SWRLCP02,Hochfilzen,Men 10km Sprint,2017-12-08,1718,Male
