Rank,IRM,IBUId,Name,Nat,Shootings,ShootingTotal,TotalTime,WC,NC,BibColor,Behind,PursuitStartDistance,ResultOrder_shooting,TotalTime_shooting,Behind_shooting,ResultOrder_range,TotalTime_range,Behind_range,ResultOrder_ski,TotalTime_ski,Behind_ski,RaceId,EventId,EventName,RaceName,RaceDate,Season,Genre
116,,BTGRE12406199301,ANGELIS Apostolos,GRE,2+2,4,30:24.4,,1,,+4:19.4,0,103.0,1:09.3,+24.4,107.0,2:03.8,+29.6,112.0,26:34.9,+2:51.8,BT2122SWRLCP03SMSP,BT2122SWRLCP03,Hochfilzen,Men 10km Sprint,2021-12-10,2122,Male
117,,BTPOL12506199901,FILIP Wojciech,POL,0+2,2,30:45.6,,1,,+4:40.6,0,52.0,1:00.1,+15.2,84.0,1:57.5,+23.3,117.0,27:39.7,+3:56.6,BT2122SWRLCP03SMSP,BT2122SWRLCP03,Hochfilzen,Men 10km Sprint,2021-12-10,2122,Male
,DNF,BTPOL10104198801,SZCZUREK Lukasz,POL,3+3,6,,,,,,0,66.0,1:01.8,+16.9,81.0,1:57.1,+22.9,,,,BT2122SWRLCP03SMSP,BT2122SWRLCP03,Hochfilzen,Men 10km Sprint,2021-12-10,2122,Male
,DNS,BTSUI11901199801,STALDER Sebastian,SUI,,,,,,,,0,,,,,,,,,,BT2122SWRLCP03SMSP,BT2122SWRLCP03,Hochfilzen,Men 10km Sprint,2021-12-10,2122,Male
1,,BTBLR21602199601,SOLA Hanna,BLR,0+0,0,20:44.4,60,160,,0.0,0,3.0,50.3,+3.9,2.0,1:41.4,+1.4,2.0,18:52.4,+7.5,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
2,,BTFRA20407199601,BRAISAZ-BOUCHET Justine,FRA,1+1,2,21:31.2,54,154,,+46.8,0,25.0,57.0,+10.6,7.0,1:49.0,+9.0,1.0,18:44.9,0.0,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
3,,BTNOR20712199001,ROEISELAND Marte Olsbu,NOR,0+0,0,21:34.7,48,148,,+50.3,0,5.0,51.1,+4.7,6.0,1:48.7,+8.7,21.0,19:34.5,+49.6,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
4,,BTNOR20504199701,LIEN Ida,NOR,0+0,0,21:36.9,43,143,,+52.5,0,52.0,59.5,+13.1,45.0,1:56.6,+16.6,12.0,19:28.8,+43.9,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
5,,BTSWE20211199501,OEBERG Hanna,SWE,2+0,2,21:40.9,40,140,,+56.5,0,1.0,46.4,0.0,1.0,1:40.0,0.0,3.0,19:00.5,+15.6,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
6,,BTNOR22105199001,ECKHOFF Tiril,NOR,1+0,1,21:51.6,38,138,,+1:07.2,0,9.0,52.8,+6.4,5.0,1:47.3,+7.3,15.0,19:29.5,+44.6,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
7,,BTITA20402199501,VITTOZZI Lisa,ITA,0+1,1,21:51.8,36,136,,+1:07.4,0,4.0,50.8,+4.4,4.0,1:47.0,+7.0,16.0,19:29.7,+44.8,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
8,,BTBLR20501199601,SMOLSKAYA Dzinara,BLR,0+1,1,21:52.4,34,134,,+1:08.0,0,19.0,55.8,+9.4,17.0,1:51.5,+11.5,8.0,19:25.0,+40.1,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
9,,BTLAT22706199101,BENDIKA Baiba,LAT,0+1,1,21:56.7,32,132,,+1:12.3,0,45.0,58.5,+12.1,26.0,1:52.6,+12.6,13.0,19:29.2,+44.3,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
10,,BTGER22403199201,HINZ Vanessa,GER,0+0,0,22:02.9,31,131,,+1:18.5,0,47.0,59.2,+12.8,38.0,1:54.8,+14.8,36.0,19:56.8,+1:11.9,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
11,,BTSWE22803199001,BRORSSON Mona,SWE,0+1,1,22:04.4,30,130,,+1:20.0,0,48.0,59.3,+12.9,36.0,1:53.5,+13.5,22.0,19:35.4,+50.5,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
12,,BTSWE23103199501,MAGNUSSON Anna,SWE,0+1,1,22:11.7,29,129,,+1:27.3,0,82.0,1:05.1,+18.7,86.0,2:04.0,+24.0,18.0,19:33.0,+48.1,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
13,,BTGER22010198801,HERRMANN-WICK Denise,GER,1+1,2,22:14.2,28,128,,+1:29.8,0,69.0,1:03.3,+16.9,60.0,1:59.3,+19.3,5.0,19:12.6,+27.7,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
14,,BTFRA21505198701,BESCOND Anais,FRA,0+1,1,22:16.8,27,127,,+1:32.4,0,102.0,1:13.8,+27.4,98.0,2:09.4,+29.4,19.0,19:33.1,+48.2,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
15,,BTUKR21909199001,DZHIMA Yuliia,UKR,0+2,2,22:17.3,26,126,,+1:32.9,0,27.0,57.1,+10.7,8.0,1:49.4,+9.4,11.0,19:28.7,+43.8,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
16,,BTSWE22406199301,NILSSON Stina,SWE,1+1,2,22:17.4,25,,,+1:33.0,0,83.0,1:05.4,+19.0,70.0,2:01.5,+21.5,6.0,19:18.8,+33.9,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
17,,BTSWE22602199901,OEBERG Elvira,SWE,0+3,3,22:20.7,24,,b,+1:36.3,0,25.0,57.0,+10.6,10.0,1:50.3,+10.3,4.0,19:06.3,+21.4,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
18,,BTGER21103199401,PREUSS Franziska,GER,1+1,2,22:23.5,23,123,,+1:39.1,0,13.0,53.9,+7.5,8.0,1:49.4,+9.4,20.0,19:33.3,+48.4,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
19,,BTRUS22910199701,KAZAKEVICH Irina,RUS,0+1,1,22:25.2,22,122,,+1:40.8,0,99.0,1:11.9,+25.5,84.0,2:03.8,+23.8,26.0,19:41.4,+56.5,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
20,,BTCZE20301199701,DAVIDOVA Marketa,CZE,2+0,2,22:25.4,21,121,,+1:41.0,0,87.0,1:05.8,+19.4,55.0,1:58.6,+18.6,10.0,19:27.6,+42.7,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
21,,BTFRA21604199601,COLOMBO Caroline,FRA,1+0,1,22:25.8,20,120,,+1:41.4,0,46.0,58.7,+12.3,29.0,1:52.9,+12.9,32.0,19:55.0,+1:10.1,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
22,,BTRUS22704199601,REZTSOVA Kristina,RUS,2+0,2,22:25.9,19,119,,+1:41.5,0,41.0,58.4,+12.0,33.0,1:53.1,+13.1,17.0,19:32.2,+47.3,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
23,,BTRUS22610199002,AVVAKUMOVA Ekaterina,KOR,0+0,0,22:27.4,18,118,,+1:43.0,0,36.0,57.9,+11.5,46.0,1:56.8,+16.8,53.0,20:19.8,+1:34.9,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
24,,BTUKR20901198701,BILOSIUK Olena,UKR,1+0,1,22:28.7,17,117,,+1:44.3,0,41.0,58.4,+12.0,35.0,1:53.4,+13.4,39.0,19:57.6,+1:12.7,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
25,,BTFRA20211199501,CHEVALIER Chloe,FRA,1+1,2,22:30.3,16,,,+1:45.9,0,60.0,1:01.5,+15.1,53.0,1:57.9,+17.9,14.0,19:29.3,+44.4,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
26,,BTAUT21612199301,HAUSER Lisa Theresa,AUT,0+2,2,22:31.5,15,115,y,+1:47.1,0,21.0,56.5,+10.1,24.0,1:52.4,+12.4,25.0,19:39.3,+54.4,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
27,,BTGER20710199701,VOIGT Vanessa,GER,0+0,0,22:32.0,14,,,+1:47.6,0,103.0,1:14.0,+27.6,103.0,2:11.6,+31.6,48.0,20:08.9,+1:24.0,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
28,,BTSWE22706199401,GESTBLOM Linn,SWE,0+2,2,22:36.2,13,,,+1:51.8,0,64.0,1:02.4,+16.0,60.0,1:59.3,+19.3,24.0,19:39.1,+54.2,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
29,,BTFIN20812199401,MINKKINEN Suvi,FIN,0+0,0,22:37.5,12,112,,+1:53.1,0,18.0,55.3,+8.9,22.0,1:52.1,+12.1,63.0,20:33.8,+1:48.9,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
30,,BTRUS20803199401,NIGMATULLINA Uliana,RUS,0+2,2,22:41.1,11,111,,+1:56.7,0,56.0,1:00.9,+14.5,11.0,1:50.6,+10.6,30.0,19:50.6,+1:05.7,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
31,,BTSUI20107199501,HAECKI-GROSS Lena,SUI,1+0,1,22:44.7,10,110,,+2:00.3,0,7.0,51.3,+4.9,27.0,1:52.7,+12.7,51.0,20:13.0,+1:28.1,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
32,,BTCZE20102199301,CHARVATOVA Lucie,CZE,1+1,2,22:48.5,9,109,,+2:04.1,0,29.0,57.2,+10.8,29.0,1:52.9,+12.9,34.0,19:56.3,+1:11.4,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
33,,BTITA20304199001,WIERER Dorothea,ITA,1+1,2,22:48.7,8,108,,+2:04.3,0,2.0,47.3,+0.9,3.0,1:42.4,+2.4,42.0,20:03.7,+1:18.8,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
34,,BTSVK22510199201,BATOVSKA FIALKOVA Paulina,SVK,1+1,2,22:48.9,7,107,,+2:04.5,0,76.0,1:04.0,+17.6,64.0,2:00.0,+20.0,29.0,19:50.1,+1:05.2,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
35,,BTPOL22708199101,HOJNISZ-STAREGA Monika,POL,0+1,1,22:51.7,6,106,,+2:07.3,0,34.0,57.7,+11.3,32.0,1:53.0,+13.0,54.0,20:22.2,+1:37.3,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
36,,BTUSA22705199201,IRWIN Deedra,USA,0+1,1,22:52.1,5,105,,+2:07.7,0,8.0,52.4,+6.0,14.0,1:51.3,+11.3,57.0,20:24.5,+1:39.6,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
37,,BTGER22403198701,HILDEBRAND Franziska,GER,1+1,2,22:56.9,4,,,+2:12.5,0,20.0,56.0,+9.6,39.0,1:55.2,+15.2,41.0,19:59.3,+1:14.4,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
38,,BTRUS22202199401,MIRONOVA Svetlana,RUS,1+1,2,23:00.7,3,,,+2:16.3,0,22.0,56.7,+10.3,19.0,1:51.7,+11.7,46.0,20:07.1,+1:22.2,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
39,,BTCHN22111199901,CHU Yuanmeng,CHN,0+0,0,23:00.8,2,102,,+2:16.4,0,41.0,58.4,+12.0,14.0,1:51.3,+11.3,88.0,20:58.6,+2:13.7,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
40,,BTCZE22807199401,JISLOVA Jessica,CZE,2+0,2,23:01.0,1,101,,+2:16.6,0,88.0,1:05.9,+19.5,82.0,2:03.4,+23.4,34.0,19:56.3,+1:11.4,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
41,,BTNOR20607199701,KALKENBERG Emilie Aagheim,NOR,1+0,1,23:01.4,,,,+2:17.0,0,41.0,58.4,+12.0,55.0,1:58.6,+18.6,58.0,20:25.0,+1:40.1,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
42,,BTITA23004199801,COMOLA Samuela,ITA,0+0,0,23:04.3,,99,,+2:19.9,0,110.0,1:20.1,+33.7,107.0,2:15.2,+35.2,68.0,20:37.6,+1:52.7,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
43,,BTBLR21403198501,KINNUNEN Nastassia,FIN,0+1,1,23:04.8,,98,,+2:20.4,0,85.0,1:05.6,+19.2,81.0,2:02.9,+22.9,59.0,20:25.6,+1:40.7,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
44,,BTBLR23007199101,LESHCHANKA Iryna,BLR,0+2,2,23:05.7,,97,,+2:21.3,0,100.0,1:12.5,+26.1,100.0,2:09.7,+29.7,31.0,19:54.5,+1:09.6,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
45,,BTRUS22905199701,VASNETCOVA Valeriia,RUS,0+2,2,23:06.6,,,,+2:22.2,0,95.0,1:08.9,+22.5,69.0,2:00.9,+20.9,45.0,20:05.3,+1:20.4,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
46,,BTNOR20609199501,LIE Lotte,BEL,1+1,2,23:07.3,,95,,+2:22.9,0,39.0,58.2,+11.8,34.0,1:53.3,+13.3,50.0,20:11.8,+1:26.9,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
47,,BTUSA22806199201,REID Joanne,USA,0+2,2,23:07.9,,94,,+2:23.5,0,72.0,1:03.6,+17.2,73.0,2:01.7,+21.7,43.0,20:03.9,+1:19.0,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
48,,BTKAZ21002199401,VISHNEVSKAYA-SHEPORENKO Galina,KAZ,0+0,0,23:09.9,,93,,+2:25.5,0,98.0,1:11.4,+25.0,105.0,2:12.7,+32.7,81.0,20:45.9,+2:01.0,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
49,,BTCZE20301199101,PUSKARCIKOVA Eva,CZE,0+1,1,23:12.9,,,,+2:28.5,0,39.0,58.2,+11.8,49.0,1:57.1,+17.1,65.0,20:37.2,+1:52.3,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
50,,BTJPN21301198901,TACHIZAKI Fuyuko,JPN,1+0,1,23:15.2,,91,,+2:30.8,0,62.0,1:02.0,+15.6,65.0,2:00.4,+20.4,67.0,20:37.4,+1:52.5,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
51,,BTMDA21107199501,STREMOUS Alina,MDA,2+0,2,23:20.0,,90,,+2:35.6,0,112.0,1:25.8,+39.4,111.0,2:22.5,+42.5,38.0,19:57.5,+1:12.6,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
52,,BTCZE20312199801,VINKLARKOVA Tereza,CZE,0+0,0,23:20.2,,,,+2:35.8,0,85.0,1:05.6,+19.2,95.0,2:07.5,+27.5,89.0,21:01.0,+2:16.1,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
53,,BTNOR22309199601,TANDREVOLD Ingrid Landmark,NOR,0+3,3,23:21.7,,,,+2:37.3,0,83.0,1:05.4,+19.0,79.0,2:02.6,+22.6,33.0,19:55.6,+1:10.7,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
54,,BTEST20401199501,TOMINGAS Tuuli,EST,0+3,3,23:22.3,,87,,+2:37.9,0,67.0,1:03.2,+16.8,79.0,2:02.6,+22.6,28.0,19:47.3,+1:02.4,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
55,,BTGER21606199601,HETTICH-WALZ Janina,GER,0+3,3,23:23.1,,,,+2:38.7,0,61.0,1:01.6,+15.2,51.0,1:57.2,+17.2,40.0,19:58.2,+1:13.3,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
55,,BTAUT22101199601,LEITINGER Julia,AUT,0+1,1,23:23.1,,86,,+2:38.7,0,27.0,57.1,+10.7,43.0,1:56.0,+16.0,82.0,20:47.5,+2:02.6,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
57,,BTFIN20911198701,EDER Mari,FIN,2+2,4,23:24.7,,84,,+2:40.3,0,106.0,1:16.1,+29.7,104.0,2:11.9,+31.9,9.0,19:25.1,+40.2,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
58,,BTNOR20601199501,KNOTTEN Karoline Offigstad,NOR,0+1,1,23:28.1,,,,+2:43.7,0,10.0,53.6,+7.2,23.0,1:52.2,+12.2,86.0,20:55.6,+2:10.7,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
59,,BTSLO21604199701,KLEMENCIC Polona,SLO,2+0,2,23:29.4,,82,,+2:45.0,0,33.0,57.6,+11.2,39.0,1:55.2,+15.2,62.0,20:31.0,+1:46.1,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
60,,BTFRA21202199301,CHEVALIER-BOUCHET Anais,FRA,2+3,5,23:30.2,,,r,+2:45.8,0,48.0,59.3,+12.9,29.0,1:52.9,+12.9,7.0,19:22.8,+37.9,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
61,,BTBUL21801199801,TODOROVA Milena,BUL,0+3,3,23:30.7,,80,,+2:46.3,0,93.0,1:08.6,+22.2,91.0,2:06.1,+26.1,37.0,19:57.2,+1:12.3,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
62,,BTSVK22211199401,FIALKOVA Ivona,SVK,1+3,4,23:32.7,,79,,+2:48.3,0,74.0,1:03.7,+17.3,54.0,1:58.5,+18.5,27.0,19:43.8,+58.9,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
63,,BTEST23101199601,ERMITS Regina,EST,2+0,2,23:35.0,,78,,+2:50.6,0,17.0,55.0,+8.6,25.0,1:52.5,+12.5,75.0,20:40.0,+1:55.1,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
64,,BTRUS21212199001,KUKLINA Larisa,RUS,1+1,2,23:35.6,,,,+2:51.2,0,32.0,57.5,+11.1,12.0,1:50.9,+10.9,73.0,20:39.1,+1:54.2,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
65,,BTLTU22503199601,LESCINSKAITE Gabriele,LTU,1+0,1,23:38.3,,76,,+2:53.9,0,74.0,1:03.7,+17.3,75.0,2:01.9,+21.9,87.0,20:58.3,+2:13.4,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
66,,BTFRA20910199601,SIMON Julia,FRA,4+1,5,23:38.6,,,,+2:54.2,0,13.0,53.9,+7.5,13.0,1:51.0,+11.0,23.0,19:35.9,+51.0,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
67,,BTUSA22502198301,DUNKLEE Susan,USA,0+2,2,23:42.1,,74,,+2:57.7,0,48.0,59.3,+12.9,65.0,2:00.4,+20.4,64.0,20:36.3,+1:51.4,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
68,,BTBLR22801199601,BLASHKO Daria,UKR,1+1,2,23:42.7,,73,,+2:58.3,0,16.0,54.9,+8.5,37.0,1:53.9,+13.9,77.0,20:43.4,+1:58.5,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
69,,BTPOL22205199201,MAKA Anna,POL,0+2,2,23:43.2,,72,,+2:58.8,0,69.0,1:03.3,+16.9,76.0,2:02.1,+22.1,69.0,20:38.6,+1:53.7,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
70,,BTROU22509199501,TOLMACHEVA Anastasia,ROU,0+2,2,23:43.3,,71,,+2:58.9,0,24.0,56.8,+10.4,21.0,1:52.0,+12.0,79.0,20:44.8,+1:59.9,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
70,,BTITA22409199701,FAUNER Eleonora,ITA,1+1,2,23:43.3,,,,+2:58.9,0,65.0,1:02.7,+16.3,62.0,1:59.7,+19.7,70.0,20:38.7,+1:53.8,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
72,,BTEST21308199601,KUELM Susan,EST,1+0,1,23:45.4,,69,,+3:01.0,0,80.0,1:04.8,+18.4,72.0,2:01.6,+21.6,90.0,21:03.1,+2:18.2,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
73,,BTSUI20902199401,GASPARIN Aita,SUI,1+0,1,23:45.8,,68,,+3:01.4,0,22.0,56.7,+10.3,41.0,1:55.7,+15.7,91.0,21:06.8,+2:21.9,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
74,,BTKAZ20609198901,KLIMINA Darya,KAZ,1+2,3,23:56.5,,67,,+3:12.1,0,94.0,1:08.7,+22.3,96.0,2:08.4,+28.4,55.0,20:23.1,+1:38.2,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
75,,BTUKR20407199201,PETRENKO Iryna,UKR,2+0,2,23:57.0,,,,+3:12.6,0,34.0,57.7,+11.3,44.0,1:56.1,+16.1,84.0,20:54.6,+2:09.7,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
76,,BTUSA21911198701,EGAN Clare,USA,1+2,3,23:58.6,,,,+3:14.2,0,81.0,1:05.0,+18.6,89.0,2:04.9,+24.9,60.0,20:26.6,+1:41.7,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
77,,BTLTU21704198501,KOCERGINA Natalja,LTU,2+1,3,24:00.3,,64,,+3:15.9,0,11.0,53.8,+7.4,16.0,1:51.4,+11.4,72.0,20:38.9,+1:54.0,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
78,,BTBUL20101199401,KADEVA Daniela,BUL,0+0,0,24:04.7,,63,,+3:20.3,0,48.0,59.3,+12.9,59.0,1:59.0,+19.0,109.0,21:53.1,+3:08.2,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
79,,BTSUI22909200001,BASERGA Amy,SUI,0+3,3,24:04.9,,62,,+3:20.5,0,53.0,1:00.2,+13.8,46.0,1:56.8,+16.8,74.0,20:39.3,+1:54.4,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
79,,BTCHN21005199201,ZHANG Yan,CHN,0+0,0,24:04.9,,62,,+3:20.5,0,29.0,57.2,+10.8,42.0,1:55.8,+15.8,112.0,21:57.6,+3:12.7,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
81,,BTITA21005199701,CARRARA Michela,ITA,2+2,4,24:05.7,,,,+3:21.3,0,78.0,1:04.4,+18.0,74.0,2:01.8,+21.8,47.0,20:07.6,+1:22.7,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
82,,BTSUI20212199101,GASPARIN Elisa,SUI,0+3,3,24:06.0,,,,+3:21.6,0,59.0,1:01.2,+14.8,48.0,1:56.9,+16.9,80.0,20:45.1,+2:00.2,BT2122SWRLCP03SWSP,BT2122SWRLCP03,Hochfilzen,Women 7.5km Sprint,2021-12-10,2122,Female
