Rank,IRM,IBUId,Name,Nat,Shootings,ShootingTotal,TotalTime,WC,NC,BibColor,Behind,PursuitStartDistance,ResultOrder_shooting,TotalTime_shooting,Behind_shooting,ResultOrder_range,TotalTime_range,Behind_range,ResultOrder_ski,TotalTime_ski,Behind_ski,RaceId,EventId,EventName,RaceName,RaceDate,Season,Genre
83,,BTJPN10710199201,OZAKI Kosuke,JPN,1+1,2,26:15.7,,55,,+2:53.6,0,94.0,1:06.4,+30.6,94,1:43.7,+30.7,81,23:40.0,+2:11.9,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
84,,BTCRO10108198701,FAK Jakov,SLO,1+2,3,26:21.5,,,,+2:59.4,0,71.0,58.4,+22.6,68,1:36.0,+23.0,74,23:34.9,+2:06.8,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
85,,BTKAZ12503199101,PANTOV Anton,KAZ,1+0,1,26:23.8,,51,,+3:01.7,0,78.0,59.4,+23.6,80,1:39.0,+26.0,92,24:13.5,+2:45.4,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
86,,BTNOR11509199201,GJESBAKK Fredrik,NOR,3+1,4,26:24.1,,,,+3:02.0,0,52.0,54.3,+18.5,60,1:33.2,+20.2,61,23:18.1,+1:50.0,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
87,,BTPOL10104198801,SZCZUREK Lukasz,POL,1+1,2,26:33.7,,47,,+3:11.6,0,64.0,56.9,+21.1,76,1:37.2,+24.2,90,24:03.0,+2:34.9,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
88,,BTCAN10611199001,GOW Scott,CAN,1+3,4,26:36.8,,45,,+3:14.7,0,999.0,45.8,+10.0,13,1:25.6,+12.6,72,23:34.0,+2:05.9,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
89,,BTBEL12410199101,LANGER Thierry,BEL,0+1,1,26:56.5,,43,,+3:34.4,0,999.0,58.7,+22.9,84,1:40.2,+27.2,97,24:44.2,+3:16.1,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
90,,BTLAT13012199301,PATRIJUKS Aleksandrs,LAT,1+1,2,26:57.9,,41,,+3:35.8,0,48.0,53.7,+17.9,51,1:32.7,+19.7,94,24:33.2,+3:05.1,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
91,,BTROU12710198901,PUCHIANU Cornel,ROU,3+2,5,27:01.5,,39,,+3:39.4,0,77.0,59.3,+23.5,87,1:40.5,+27.5,63,23:22.5,+1:54.4,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
92,,BTEST11909199901,HELDNA Robert,EST,0+0,0,27:11.2,,37,,+3:49.1,0,84.0,1:01.4,+25.6,91,1:41.9,+28.9,100,25:20.8,+3:52.7,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
93,,BTGRE12406199301,ANGELIS Apostolos,GRE,1+3,4,27:13.6,,35,,+3:51.5,0,98.0,1:10.3,+34.5,100,1:53.1,+40.1,65,23:23.8,+1:55.7,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
94,,BTKAZ11803199501,VITENKO Vladislav,KAZ,2+2,4,27:23.4,,33,,+4:01.3,0,65.0,57.1,+21.3,73,1:36.9,+23.9,91,24:05.7,+2:37.6,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
95,,BTSVK12308199001,HASILLA Tomas,SVK,1+2,3,27:24.9,,31,,+4:02.8,0,82.0,1:00.3,+24.5,83,1:40.0,+27.0,93,24:29.3,+3:01.2,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
96,,BTLAT12107199101,SLOTINS Roberts,LAT,2+1,3,27:39.7,,29,,+4:17.6,0,93.0,1:04.6,+28.8,96,1:45.7,+32.7,96,24:38.6,+3:10.5,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
97,,BTEST11301199001,RAENKEL Raido,EST,4+4,8,27:53.6,,,,+4:31.5,0,89.0,1:02.8,+27.0,93,1:43.4,+30.4,62,23:19.3,+1:51.2,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
98,,BTKOR11012199301,KIM Yonggyu,KOR,1+3,4,28:27.9,,25,,+5:05.8,0,67.0,57.4,+21.6,80,1:39.0,+26.0,98,25:05.0,+3:36.9,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
99,,BTPOL11906199101,NEDZA-KUBINIEC Andrzej,POL,3+2,5,28:43.9,,23,,+5:21.8,0,999.0,45.3,+9.5,27,1:28.7,+15.7,99,25:13.6,+3:45.5,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
100,,BTJPN11305199101,KODAMA Shohei,JPN,2+5,7,29:17.9,,21,,+5:55.8,0,99.0,1:10.5,+34.7,99,1:49.9,+36.9,95,24:37.8,+3:09.7,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
,DNS,BTCAN12803199301,GOW Christian,CAN,,,,,,,,0,,,,0,,,0,,,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
,DNS,BTBUL12703199201,GERDZHIKOV Dimitar,BUL,,,,,,,,0,,,,0,,,0,,,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
,DNS,BTCAN10112199501,MILLAR Aidan,CAN,,,,,,,,0,,,,0,,,0,,,BT1920SWRLCP03SMSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Men 10km Sprint,2019-12-19,1920,Male
1,,BTNOR22105199001,ECKHOFF Tiril,NOR,1+0,1,20:27.0,60,160,,0.0,0,999.0,56.5,+10.4,16,1:34.3,+6.1,1,18:21.6,0.0,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
2,,BTFRA20407199601,BRAISAZ-BOUCHET Justine,FRA,0+0,0,20:33.2,54,154,,+6.2,0,56.0,1:00.8,+14.7,41,1:39.9,+11.7,4,18:44.5,+22.9,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
3,,BTCZE20301199701,DAVIDOVA Marketa,CZE,0+0,0,20:47.5,48,148,,+20.5,0,90.0,1:15.9,+29.8,86,1:54.7,+26.5,3,18:44.3,+22.7,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
4,,BTRUS22202199401,MIRONOVA Svetlana,RUS,0+0,0,20:49.5,43,143,,+22.5,0,15.0,53.9,+7.8,13,1:33.3,+5.1,13,19:07.5,+45.9,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
5,,BTGER22010198801,HERRMANN-WICK Denise,GER,0+2,2,20:56.7,40,140,,+29.7,0,42.0,59.1,+13.0,26,1:36.2,+8.0,2,18:29.8,+8.2,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
6,,BTNOR22309199601,TANDREVOLD Ingrid Landmark,NOR,0+1,1,20:58.7,38,138,,+31.7,0,999.0,55.8,+9.7,31,1:36.7,+8.5,8,18:50.4,+28.8,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
7,,BTBLR23007199101,LESHCHANKA Iryna,BLR,0+0,0,21:11.9,36,136,,+44.9,0,999.0,1:07.9,+21.8,82,1:52.6,+24.4,14,19:10.2,+48.6,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
8,,BTFRA20910199601,SIMON Julia,FRA,0+1,1,21:13.7,34,134,,+46.7,0,999.0,54.1,+8.0,9,1:32.0,+3.8,15,19:11.1,+49.5,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
9,,BTUKR20901198701,BILOSIUK Olena,UKR,0+0,0,21:14.1,32,132,,+47.1,0,70.0,1:07.1,+21.0,66,1:46.6,+18.4,21,19:18.9,+57.3,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
10,,BTSVK22510199201,BATOVSKA FIALKOVA Paulina,SVK,0+1,1,21:15.8,31,131,,+48.8,0,64.0,1:04.9,+18.8,61,1:45.2,+17.0,10,18:59.6,+38.0,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
11,,BTSUI20107199501,HAECKI-GROSS Lena,SUI,0+2,2,21:19.2,30,130,,+52.2,0,39.0,58.6,+12.5,33,1:37.2,+9.0,6,18:48.2,+26.6,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
12,,BTGER21103199401,PREUSS Franziska,GER,0+2,2,21:24.6,29,129,,+57.6,0,8.0,51.6,+5.5,6,1:30.9,+2.7,11,19:00.8,+39.2,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
13,,BTAUT21612199301,HAUSER Lisa Theresa,AUT,0+0,0,21:28.1,28,128,,+1:01.1,0,999.0,58.0,+11.9,37,1:39.1,+10.9,41,19:39.9,+1:18.3,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
14,,BTSWE20211199501,OEBERG Hanna,SWE,1+1,2,21:31.9,27,127,,+1:04.9,0,7.0,50.7,+4.6,7,1:31.3,+3.1,12,19:05.4,+43.8,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
15,,BTITA20402199501,VITTOZZI Lisa,ITA,1+0,1,21:33.4,26,126,,+1:06.4,0,62.0,1:03.2,+17.1,55,1:42.3,+14.1,22,19:20.1,+58.5,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
16,,BTPOL21811199701,ZUK Kamila,POL,0+1,1,21:37.0,25,125,,+1:10.0,0,999.0,54.1,+8.0,22,1:35.6,+7.4,26,19:29.3,+1:07.7,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
17,,BTSUI20212199101,GASPARIN Elisa,SUI,0+0,0,21:41.1,24,124,,+1:14.1,0,10.0,52.0,+5.9,12,1:32.4,+4.2,61,19:59.3,+1:37.7,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
18,,BTRUS22302198502,YURLOVA-PERCHT Ekaterina,RUS,0+1,1,21:41.8,23,123,,+1:14.8,0,999.0,55.8,+9.7,40,1:39.3,+11.1,29,19:31.0,+1:09.4,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
19,,BTNOR20601199501,KNOTTEN Karoline Offigstad,NOR,0+1,1,21:42.4,22,122,,+1:15.4,0,33.0,57.1,+11.0,19,1:35.0,+6.8,31,19:31.9,+1:10.3,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
20,,BTSWE22803199001,BRORSSON Mona,SWE,0+1,1,21:43.2,21,121,,+1:16.2,0,18.0,54.4,+8.3,28,1:36.4,+8.2,35,19:33.1,+1:11.5,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
21,,BTCZE20102199301,CHARVATOVA Lucie,CZE,0+2,2,21:46.0,20,120,,+1:19.0,0,46.0,59.4,+13.3,32,1:36.9,+8.7,18,19:17.0,+55.4,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
22,,BTITA20304199001,WIERER Dorothea,ITA,0+2,2,21:46.5,19,119,yr,+1:19.5,0,14.0,53.5,+7.4,16,1:34.3,+6.1,19,19:18.4,+56.8,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
23,,BTGER21606199601,HETTICH-WALZ Janina,GER,1+0,1,21:52.9,18,118,,+1:25.9,0,999.0,59.0,+12.9,37,1:39.1,+10.9,43,19:40.2,+1:18.6,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
24,,BTNOR20209199201,BRUN-LIE Thekla,NOR,0+1,1,21:54.1,17,,,+1:27.1,0,34.0,57.2,+11.1,47,1:41.6,+13.4,39,19:38.0,+1:16.4,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
25,,BTFIN20911198701,EDER Mari,FIN,2+1,3,21:55.6,16,116,,+1:28.6,0,83.0,1:11.1,+25.0,77,1:50.6,+22.4,5,18:47.2,+25.6,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
26,,BTSUI20304198401,GASPARIN Selina,SUI,0+2,2,21:55.9,15,115,,+1:28.9,0,65.0,1:05.0,+18.9,63,1:46.1,+17.9,17,19:16.6,+55.0,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
27,,BTEST23101199601,ERMITS Regina,EST,1+0,1,21:57.8,14,114,,+1:30.8,0,999.0,56.5,+10.4,20,1:35.2,+7.0,52,19:51.0,+1:29.4,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
28,,BTRUS21212199001,KUKLINA Larisa,RUS,0+1,1,21:58.6,13,113,,+1:31.6,0,6.0,50.2,+4.1,3,1:29.3,+1.1,58,19:56.2,+1:34.6,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
29,,BTSWE22602199901,OEBERG Elvira,SWE,0+2,2,22:01.3,12,112,,+1:34.3,0,74.0,1:08.4,+22.3,67,1:47.0,+18.8,16,19:16.4,+54.8,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
30,,BTBLR22801199601,BLASHKO Daria,UKR,0+1,1,22:02.1,11,111,,+1:35.1,0,4.0,49.3,+3.2,2,1:28.3,+0.1,63,20:01.4,+1:39.8,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
31,,BTCHN20511199101,TANG Jialin,CHN,0+0,0,22:02.8,10,110,,+1:35.8,0,87.0,1:12.6,+26.5,87,1:55.1,+26.9,61,19:59.3,+1:37.7,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
32,,BTNOR21505198901,SOLEMDAL Synnoeve,NOR,1+0,1,22:04.6,9,,,+1:37.6,0,3.0,49.0,+2.9,5,1:30.8,+2.6,60,19:58.4,+1:36.8,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
33,,BTSUI20902199401,GASPARIN Aita,SUI,0+1,1,22:06.3,8,,,+1:39.3,0,999.0,55.9,+9.8,23,1:35.9,+7.7,59,19:56.4,+1:34.8,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
34,,BTAUT21701199101,KOMATZ Katharina,AUT,0+2,2,22:08.5,7,107,,+1:41.5,0,38.0,58.5,+12.4,35,1:37.4,+9.2,37,19:36.9,+1:15.3,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
35,,BTCZE22807199401,JISLOVA Jessica,CZE,2+0,2,22:09.6,6,106,,+1:42.6,0,71.0,1:07.7,+21.6,78,1:51.0,+22.8,23,19:23.1,+1:01.5,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
36,,BTCAN20209199101,LUNDER Emma,CAN,2+1,3,22:11.4,5,105,,+1:44.4,0,27.0,56.2,+10.1,29,1:36.5,+8.3,20,19:18.5,+56.9,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
37,,BTAUT22912199301,RIEDER Christina,AUT,0+1,1,22:11.6,4,104,,+1:44.6,0,13.0,53.3,+7.2,15,1:33.9,+5.7,65,20:04.5,+1:42.9,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
38,,BTUKR21909199001,DZHIMA Yuliia,UKR,0+2,2,22:12.9,3,103,,+1:45.9,0,63.0,1:04.3,+18.2,72,1:48.9,+20.7,26,19:29.3,+1:07.7,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
39,,BTFRA20211199501,CHEVALIER Chloe,FRA,0+0,0,22:14.5,2,102,,+1:47.5,0,999.0,1:11.2,+25.1,83,1:52.9,+24.7,72,20:12.5,+1:50.9,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
40,,BTCHN22111199901,CHU Yuanmeng,CHN,1+0,1,22:16.6,1,101,,+1:49.6,0,999.0,59.0,+12.9,36,1:38.5,+10.3,66,20:05.9,+1:44.3,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
41,,BTSWE21811199302,NILSSON Emma,SWE,2+0,2,22:16.7,,,,+1:49.7,0,61.0,1:02.9,+16.8,60,1:44.1,+15.9,36,19:33.2,+1:11.6,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
42,,BTUSA21911198701,EGAN Clare,USA,0+2,2,22:17.1,,99,,+1:50.1,0,80.0,1:09.9,+23.8,75,1:50.5,+22.3,32,19:32.2,+1:10.6,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
43,,BTFRA21604199601,COLOMBO Caroline,FRA,1+1,2,22:17.5,,,,+1:50.5,0,999.0,1:00.9,+14.8,45,1:41.3,+13.1,40,19:38.8,+1:17.2,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
44,,BTSWE22706199401,GESTBLOM Linn,SWE,0+2,2,22:18.4,,,,+1:51.4,0,91.0,1:16.7,+30.6,90,1:57.9,+29.7,25,19:25.2,+1:03.6,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
45,,BTLAT22706199101,BENDIKA Baiba,LAT,2+0,2,22:19.1,,96,,+1:52.1,0,19.0,55.0,+8.9,21,1:35.3,+7.1,49,19:46.7,+1:25.1,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
46,,BTRUS22803199501,SHAKLEINA Irina,BLR,1+1,2,22:22.8,,95,,+1:55.8,0,999.0,1:00.1,+14.0,44,1:40.6,+12.4,48,19:46.3,+1:24.7,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
47,,BTEST22706199301,TALIHAERM Johanna,EST,1+0,1,22:27.5,,94,,+2:00.5,0,68.0,1:06.4,+20.3,70,1:48.0,+19.8,68,20:06.3,+1:44.7,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
48,,BTCAN21903199401,BEAUDRY Sarah,CAN,0+1,1,22:27.9,,93,,+2:00.9,0,1.0,46.1,0.0,1,1:28.2,0.0,78,20:22.5,+2:00.9,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
49,,BTGER20801199501,WIESENSARTER Marion,GER,1+1,2,22:28.7,,,,+2:01.7,0,999.0,56.7,+10.6,26,1:36.2,+8.0,54,19:52.5,+1:30.9,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
50,,BTUKR21801198602,SEMERENKO Vita,UKR,0+2,2,22:30.0,,,,+2:03.0,0,5.0,50.0,+3.9,4,1:30.3,+2.1,64,20:01.6,+1:40.0,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
51,,BTBUL21801199801,TODOROVA Milena,BUL,2+0,2,22:31.0,,90,,+2:04.0,0,999.0,59.2,+13.1,46,1:41.4,+13.2,56,19:54.0,+1:32.4,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
52,,BTUSA22806199201,REID Joanne,USA,0+1,1,22:31.5,,89,,+2:04.5,0,66.0,1:05.8,+19.7,68,1:47.5,+19.3,71,20:12.1,+1:50.5,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
53,,BTJPN21301198901,TACHIZAKI Fuyuko,JPN,1+1,2,22:35.1,,88,,+2:08.1,0,94.0,1:20.1,+34.0,93,2:02.0,+33.8,38,19:37.8,+1:16.2,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
54,,BTSVK22211199401,FIALKOVA Ivona,SVK,0+3,3,22:35.2,,87,,+2:08.2,0,51.0,1:00.3,+14.2,53,1:42.1,+13.9,28,19:30.6,+1:09.0,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
55,,BTUKR21801198601,SEMERENKO Valentina,UKR,1+2,3,22:35.9,,,,+2:08.9,0,9.0,51.7,+5.6,9,1:32.0,+3.8,41,19:39.9,+1:18.3,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
56,,BTFIN21101198301,MAKARAINEN Kaisa,FIN,1+3,4,22:37.8,,85,,+2:10.8,0,92.0,1:17.8,+31.7,92,2:00.9,+32.7,9,18:57.4,+35.8,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
57,,BTBLR20501199601,SMOLSKAYA Dzinara,BLR,0+2,2,22:38.5,,84,,+2:11.5,0,999.0,1:00.1,+14.0,59,1:44.0,+15.8,55,19:53.7,+1:32.1,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
58,,BTSUI22310199101,CADURISCH Irene,SUI,0+1,1,22:39.2,,,,+2:12.2,0,11.0,52.5,+6.4,8,1:31.8,+3.6,82,20:34.8,+2:13.2,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
59,,BTPOL21004199501,ZBYLUT Kinga,POL,1+2,3,22:43.7,,82,,+2:16.7,0,999.0,1:00.4,+14.3,56,1:43.1,+14.9,44,19:41.4,+1:19.8,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
60,,BTSWE20711198601,HOEGBERG Elisabeth,SWE,2+0,2,22:44.1,,,,+2:17.1,0,82.0,1:10.9,+24.8,79,1:51.4,+23.2,57,19:55.8,+1:34.2,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
61,,BTPOL22708199101,HOJNISZ-STAREGA Monika,POL,1+2,3,22:44.5,,80,,+2:17.5,0,86.0,1:11.7,+25.6,84,1:53.9,+25.7,30,19:31.8,+1:10.2,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
62,,BTFRA20508199101,AYMONIER Celia,FRA,2+2,4,22:45.6,,,,+2:18.6,0,96.0,1:38.7,+52.6,96,2:18.0,+49.8,7,18:48.7,+27.1,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
63,,BTRUS22704199601,REZTSOVA Kristina,RUS,1+1,2,22:46.7,,,,+2:19.7,0,54.0,1:00.5,+14.4,52,1:42.0,+13.8,66,20:05.9,+1:44.3,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
64,,BTGER22403199201,HINZ Vanessa,GER,2+2,4,22:48.5,,,,+2:21.5,0,37.0,58.3,+12.2,43,1:40.5,+12.3,24,19:24.3,+1:02.7,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
65,,BTCZE20301199101,PUSKARCIKOVA Eva,CZE,2+2,4,22:49.9,,,,+2:22.9,0,999.0,55.9,+9.8,24,1:36.1,+7.9,33,19:32.8,+1:11.2,BT1920SWRLCP03SWSP,BT1920SWRLCP03,Annecy-Le Grand Bornand,Women 7.5km Sprint,2019-12-20,1920,Female
