Rank,IRM,IBUId,Name,Nat,Shootings,ShootingTotal,TotalTime,WC,NC,BibColor,Behind,PursuitStartDistance,ResultOrder_shooting,TotalTime_shooting,Behind_shooting,ResultOrder_range,TotalTime_range,Behind_range,ResultOrder_ski,TotalTime_ski,Behind_ski,RaceId,EventId,EventName,RaceName,RaceDate,Season,Genre
39,,BTCZE10801198801,KRUPCIK Tomas,CZE,0+0+0+2,2,35:24.1,2,102,,+2:57.4,1008,20.0,2:02.5,+22.2,32.0,3:39.3,+27.7,44.0,28:04.5,+1:31.3,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
40,,BTGER10607199401,FRATZSCHER Lucas,GER,1+1+0+3,5,35:32.6,1,,,+3:05.9,945,999.0,1:46.1,+5.8,4.0,3:20.0,+8.4,34.0,27:37.4,+1:04.2,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
41,,BTAUT11012199101,KOMATZ David,AUT,0+0+1+2,3,35:43.2,,,,+3:16.5,798,49.0,2:19.6,+39.3,52.0,3:55.5,+43.9,50.0,28:13.7,+1:40.5,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
42,,BTSLO10901198601,BAUER Klemen,SLO,1+1+1+3,6,35:46.0,,99,,+3:19.3,539,999.0,1:54.6,+14.3,8.0,3:23.0,+11.4,49.0,28:12.2,+1:39.0,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
43,,BTBEL12410199101,LANGER Thierry,BEL,3+0+1+1,5,35:51.0,,98,,+3:24.3,616,21.0,2:02.8,+22.5,33.0,3:39.7,+28.1,53.0,28:20.5,+1:47.3,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
44,,BTCAN10611199001,GOW Scott,CAN,3+0+0+1,4,36:01.2,,97,,+3:34.5,924,999.0,1:47.0,+6.7,6.0,3:21.9,+10.3,55.0,28:21.5,+1:48.3,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
45,,BTCAN10310199801,RUNNALLS Adam,CAN,1+0+2+1,4,36:08.9,,96,,+3:42.2,931,999.0,1:46.1,+5.8,3.0,3:18.8,+7.2,57.0,28:30.6,+1:57.4,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
46,,BTPOL12008199101,GUZIK Grzegorz,POL,0+1+3+1,5,36:10.1,,95,,+3:43.4,903,7.0,1:47.9,+7.6,9.0,3:23.5,+11.9,47.0,28:10.4,+1:37.2,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
47,,BTFRA11305199201,FINELLO Jeremy,SUI,2+0+3+3,8,36:11.6,,94,,+3:44.9,532,999.0,2:03.7,+23.4,28.0,3:37.5,+25.9,39.0,27:51.8,+1:18.6,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
48,,BTSWE10310199201,NELIN Jesper,SWE,4+2+2+1,9,36:38.7,,,,+4:12.0,595,38.0,2:07.3,+27.0,41.0,3:43.7,+32.1,32.0,27:36.9,+1:03.7,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
49,,BTBLR10909199801,LAZOUSKI Dzmitry,BLR,1+0+2+3,6,36:39.1,,,,+4:12.4,1015,18.0,1:57.9,+17.6,18.0,3:30.6,+19.0,42.0,27:56.5,+1:23.3,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
50,,BTLTU10806199101,DOMBROVSKI Karol,LTU,0+0+2+2,4,36:57.8,,91,,+4:31.1,896,46.0,2:16.6,+36.3,50.0,3:54.2,+42.6,59.0,28:51.5,+2:18.3,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
51,,BTRUS10208199101,BABIKOV Anton,RUS,2+0+3+1,6,36:58.8,,,,+4:32.1,994,1.0,1:40.3,0.0,1.0,3:11.6,0.0,56.0,28:28.0,+1:54.8,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
52,,BTLTU12811199201,STROLIA Vytautas,LTU,2+1+2+1,6,37:01.2,,89,,+4:34.5,1022,24.0,2:04.6,+24.3,35.0,3:40.5,+28.9,45.0,28:06.5,+1:33.3,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
53,,BTFRA11111199101,CLAUDE Florent,BEL,2+2+2+1,7,37:09.0,,88,,+4:42.3,686,48.0,2:19.5,+39.2,57.0,4:00.5,+48.9,54.0,28:21.0,+1:47.8,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
54,,BTUSA10806199501,DOHERTY Sean,USA,1+3+1+2,7,37:09.6,,87,,+4:42.9,910,12.0,1:53.1,+12.8,19.0,3:30.7,+19.1,52.0,28:20.2,+1:47.0,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
55,,BTFIN10202199101,HIIDENSALO Olli,FIN,2+1+2+2,7,37:21.8,,86,,+4:55.1,1001,42.0,2:12.5,+32.2,34.0,3:40.1,+28.5,48.0,28:11.4,+1:38.2,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
56,,BTCZE12112199801,STVRTECKY Jakub,CZE,0+4+1+4,9,37:28.9,,,,+5:02.2,882,54.0,2:22.8,+42.5,58.0,4:02.5,+50.9,26.0,27:31.6,+58.4,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
57,,BTUSA12803199201,BROWN Jake,USA,1+1+2+4,8,37:39.5,,84,,+5:12.8,784,45.0,2:15.3,+35.0,54.0,3:57.1,+45.5,51.0,28:14.5,+1:41.3,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
58,,BTBUL10109199301,SINAPOV Anton,BUL,2+0+2+1,5,38:03.4,,83,,+5:36.7,994,2.0,1:45.6,+5.3,12.0,3:26.4,+14.8,60.0,29:40.3,+3:07.1,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
59,,BTEST11909199201,ERMITS Kalev,EST,3+3+2+1,9,38:03.8,,82,,+5:37.1,784,999.0,2:05.0,+24.7,20.0,3:32.3,+20.7,58.0,28:47.8,+2:14.6,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
,DSQ,BTLAT12705198801,RASTORGUJEVS Andrejs,LAT,0+2+2+1,5,34:56.2,,,,,763,999.0,1:57.5,,999.0,3:28.8,,999.0,27:16.9,,BT2021SWRLCP02SMPU,BT2021SWRLCP02,Kontiolahti,Men 12.5km Pursuit,2020-12-05,2021,Male
1,,BTNOR22105199001,ECKHOFF Tiril,NOR,0+0+0+0,0,31:05.9,60,,r,0.0,366,19.0,1:57.7,+19.7,12.0,3:32.6,+18.8,5.0,25:56.4,+21.4,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
2,,BTNOR20712199001,ROEISELAND Marte Olsbu,NOR,0+0+1+1,2,31:27.4,54,,,+21.5,204,10.0,1:49.1,+11.1,3.0,3:21.5,+7.7,13.0,26:05.5,+30.5,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
3,,BTSWE20211199501,OEBERG Hanna,SWE,0+1+1+1,3,31:41.3,48,,y,+35.4,0,4.0,1:45.8,+7.8,1.0,3:13.8,0.0,28.0,26:36.1,+1:01.1,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
4,,BTBLR20501199601,SMOLSKAYA Dzinara,BLR,0+0+1+1,2,32:00.9,43,,,+55.0,300,17.0,1:54.8,+16.8,11.0,3:31.8,+18.0,16.0,26:09.9,+34.9,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
5,,BTSWE22905199401,SKOTTHEIM Johanna,SWE,0+0+0+0,0,32:02.2,40,,,+56.3,516,15.0,1:54.6,+16.6,14.0,3:33.9,+20.1,25.0,26:28.0,+53.0,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
6,,BTNOR22309199601,TANDREVOLD Ingrid Landmark,NOR,0+0+1+1,2,32:09.7,38,,,+1:03.8,402,24.0,1:59.3,+21.3,25.0,3:40.9,+27.1,5.0,25:56.4,+21.4,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
7,,BTGER21103199401,PREUSS Franziska,GER,1+0+0+1,2,32:14.5,36,,,+1:08.6,438,26.0,2:00.5,+22.5,20.0,3:37.9,+24.1,10.0,26:01.0,+26.0,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
8,,BTSWE22602199901,OEBERG Elvira,SWE,1+1+1+1,4,32:25.2,34,,b,+1:19.3,168,14.0,1:52.1,+14.1,10.0,3:31.1,+17.3,15.0,26:08.8,+33.8,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
9,,BTCAN20209199101,LUNDER Emma,CAN,0+0+0+1,1,32:36.2,32,,,+1:30.3,492,13.0,1:51.4,+13.4,18.0,3:35.6,+21.8,31.0,26:39.5,+1:04.5,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
10,,BTFRA20407199601,BRAISAZ-BOUCHET Justine,FRA,0+1+0+1,2,32:44.5,31,,,+1:38.6,660,48.0,2:13.7,+35.7,42.0,3:48.8,+35.0,2.0,25:43.4,+8.4,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
11,,BTGER22010198801,HERRMANN-WICK Denise,GER,0+2+1+1,4,32:46.3,30,,,+1:40.4,288,36.0,2:06.3,+28.3,32.0,3:44.3,+30.5,11.0,26:02.2,+27.2,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
12,,BTBLR22801199601,BLASHKO Daria,UKR,1+0+0+0,1,32:50.7,29,,,+1:44.8,486,33.0,2:05.1,+27.1,30.0,3:43.1,+29.3,39.0,26:47.2,+1:12.2,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
13,,BTRUS20907199301,BURTASOVA Evgeniia,RUS,0+0+0+1,1,32:51.6,28,,,+1:45.7,732,31.0,2:04.0,+26.0,13.0,3:33.5,+19.7,18.0,26:16.6,+41.6,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
14,,BTRUS22202199401,MIRONOVA Svetlana,RUS,0+1+2+1,4,32:55.8,27,,,+1:49.9,384,7.0,1:47.9,+9.9,9.0,3:30.7,+16.9,16.0,26:09.9,+34.9,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
15,,BTAUT21612199301,HAUSER Lisa Theresa,AUT,0+0+1+1,2,33:02.7,26,,,+1:56.8,726,22.0,1:58.5,+20.5,23.0,3:39.5,+25.7,8.0,26:00.4,+25.4,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
16,,BTRUS22910199701,KAZAKEVICH Irina,RUS,1+0+1+1,3,33:03.1,25,,,+1:57.2,408,27.0,2:01.4,+23.4,41.0,3:48.5,+34.7,19.0,26:18.2,+43.2,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
17,,BTFRA20910199601,SIMON Julia,FRA,0+1+1+0,2,33:07.8,24,,,+2:01.9,870,6.0,1:47.4,+9.4,5.0,3:26.3,+12.5,3.0,25:49.6,+14.6,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
18,,BTGER22403199201,HINZ Vanessa,GER,0+0+1+0,1,33:10.7,23,,,+2:04.8,648,29.0,2:03.1,+25.1,29.0,3:43.0,+29.2,30.0,26:38.9,+1:03.9,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
19,,BTSUI20107199501,HAECKI-GROSS Lena,SUI,0+0+1+1,2,33:18.4,22,,,+2:12.5,816,1.0,1:38.0,0.0,2.0,3:15.8,+2.0,24.0,26:21.5,+46.5,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
20,,BTITA20304199001,WIERER Dorothea,ITA,0+0+1+2,3,33:21.2,21,,,+2:15.3,588,3.0,1:45.6,+7.6,19.0,3:35.9,+22.1,20.0,26:19.2,+44.2,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
21,,BTFRA21202199301,CHEVALIER-BOUCHET Anais,FRA,1+2+4+0,7,33:22.1,20,,,+2:16.2,60,37.0,2:06.9,+28.9,22.0,3:39.0,+25.2,8.0,26:00.4,+25.4,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
22,,BTCZE20301199701,DAVIDOVA Marketa,CZE,1+2+2+1,6,33:28.8,19,,,+2:22.9,288,51.0,2:17.1,+39.1,45.0,3:51.0,+37.2,4.0,25:53.3,+18.3,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
23,,BTSWE22803199001,BRORSSON Mona,SWE,2+0+2+1,5,33:32.1,18,,,+2:26.2,420,38.0,2:08.1,+30.1,40.0,3:47.6,+33.8,7.0,25:57.8,+22.8,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
24,,BTSWE22706199401,GESTBLOM Linn,SWE,0+1+0+2,3,33:33.2,17,,,+2:27.3,708,25.0,1:59.5,+21.5,21.0,3:38.4,+24.6,14.0,26:07.4,+32.4,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
25,,BTAUT22101199601,LEITINGER Julia,AUT,0+1+1+1,3,33:34.1,16,,,+2:28.2,402,35.0,2:05.5,+27.5,44.0,3:50.8,+37.0,33.0,26:42.2,+1:07.2,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
26,,BTUSA22502198301,DUNKLEE Susan,USA,0+0+0+2,2,33:34.8,15,,,+2:28.9,624,40.0,2:09.0,+31.0,34.0,3:45.1,+31.3,29.0,26:38.3,+1:03.3,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
27,,BTFRA21505198701,BESCOND Anais,FRA,2+1+2+0,5,33:35.4,14,,,+2:29.5,426,46.0,2:13.1,+35.1,32.0,3:44.3,+30.5,12.0,26:03.8,+28.8,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
28,,BTAUT20301199401,ZDOUC Dunja,AUT,1+0+0+2,3,33:36.2,13,,,+2:30.3,480,23.0,1:58.6,+20.6,26.0,3:41.1,+27.3,37.0,26:44.9,+1:09.9,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
29,,BTBLR21602199601,SOLA Hanna,BLR,0+2+2+1,5,33:44.3,12,,,+2:38.4,732,8.0,1:48.1,+10.1,7.0,3:28.1,+14.3,1.0,25:35.0,0.0,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
30,,BTRUS22803199502,KRUCHINKINA Elena,BLR,0+0+1+2,3,33:52.3,11,,,+2:46.4,612,52.0,2:19.6,+41.6,49.0,3:56.4,+42.6,23.0,26:20.1,+45.1,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
31,,BTNOR20601199501,KNOTTEN Karoline Offigstad,NOR,1+1+1+1,4,33:57.1,10,,,+2:51.2,534,9.0,1:48.9,+10.9,6.0,3:27.2,+13.4,34.0,26:42.7,+1:07.7,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
32,,BTGER21606199601,HETTICH-WALZ Janina,GER,0+0+2+0,2,34:04.0,9,,,+2:58.1,696,39.0,2:08.5,+30.5,39.0,3:47.2,+33.4,42.0,26:52.8,+1:17.8,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
33,,BTFRA21604199601,COLOMBO Caroline,FRA,0+1+2+1,4,34:12.9,8,,,+3:07.0,720,11.0,1:49.3,+11.3,15.0,3:34.2,+20.4,22.0,26:19.6,+44.6,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
34,,BTGER22410198902,HAMMERSCHMIDT Maren,GER,1+0+1+1,3,34:15.4,7,,,+3:09.5,762,5.0,1:46.1,+8.1,8.0,3:30.5,+16.7,35.0,26:42.9,+1:07.9,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
35,,BTSUI20212199101,GASPARIN Elisa,SUI,0+0+1+2,3,34:22.8,6,,,+3:16.9,654,2.0,1:38.9,+0.9,27.0,3:41.6,+27.8,44.0,27:02.5,+1:27.5,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
36,,BTSUI20902199401,GASPARIN Aita,SUI,1+1+1+0,3,34:35.8,5,,,+3:29.9,624,20.0,1:57.8,+19.8,16.0,3:34.6,+20.8,50.0,27:19.1,+1:44.1,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
37,,BTJPN21301198901,TACHIZAKI Fuyuko,JPN,0+0+1+1,2,34:36.1,4,,,+3:30.2,738,54.0,2:20.1,+42.1,56.0,4:02.0,+48.2,43.0,27:02.2,+1:27.2,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
38,,BTCZE22807199401,JISLOVA Jessica,CZE,0+0+0+2,2,34:38.4,3,,,+3:32.5,840,41.0,2:10.5,+32.5,54.0,4:00.6,+46.8,41.0,26:50.5,+1:15.5,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
39,,BTNOR20607199701,KALKENBERG Emilie Aagheim,NOR,1+0+2+1,4,34:38.4,2,,,+3:32.5,612,34.0,2:05.2,+27.2,37.0,3:46.0,+32.2,38.0,26:46.7,+1:11.7,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
40,,BTPOL21811199701,ZUK Kamila,POL,1+0+2+1,4,34:47.1,1,,,+3:41.2,540,57.0,2:31.5,+53.5,58.0,4:14.9,+1:01.1,32.0,26:40.7,+1:05.7,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
41,,BTUKR20901198701,BILOSIUK Olena,UKR,1+1+1+1,4,34:58.7,,,,+3:52.8,552,30.0,2:03.8,+25.8,31.0,3:43.6,+29.8,51.0,27:21.2,+1:46.2,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
42,,BTITA20402199501,VITTOZZI Lisa,ITA,2+3+1+0,6,35:03.4,,,,+3:57.5,528,16.0,1:54.7,+16.7,28.0,3:42.4,+28.6,40.0,26:48.7,+1:13.7,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
43,,BTFRA20211199501,CHEVALIER Chloe,FRA,0+0+2+2,4,35:06.7,,,,+4:00.8,894,53.0,2:19.9,+41.9,55.0,4:01.1,+47.3,21.0,26:19.4,+44.4,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
44,,BTPOL22708199101,HOJNISZ-STAREGA Monika,POL,0+1+3+0,4,35:07.0,,,,+4:01.1,648,28.0,2:02.5,+24.5,36.0,3:45.2,+31.4,47.0,27:08.8,+1:33.8,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
45,,BTSWE23103199501,MAGNUSSON Anna,SWE,1+3+1+0,5,35:10.8,,,,+4:04.9,534,43.0,2:11.5,+33.5,47.0,3:54.7,+40.9,45.0,27:06.1,+1:31.1,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
46,,BTEST20401199501,TOMINGAS Tuuli,EST,1+1+2+1,5,35:11.1,,,,+4:05.2,720,41.0,2:10.5,+32.5,52.0,3:57.5,+43.7,27.0,26:31.7,+56.7,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
47,,BTAUT21701199101,KOMATZ Katharina,AUT,1+2+3+1,7,35:21.8,,,,+4:15.9,558,32.0,2:04.1,+26.1,34.0,3:45.1,+31.3,26.0,26:29.2,+54.2,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
48,,BTITA20902199801,LARDSCHNEIDER Irene,ITA,0+0+2+2,4,35:39.1,,,,+4:33.2,738,49.0,2:16.2,+38.2,46.0,3:51.7,+37.9,49.0,27:17.3,+1:42.3,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
49,,BTUSA21911198701,EGAN Clare,USA,0+2+3+0,5,36:14.8,,,,+5:08.9,750,56.0,2:26.4,+48.4,57.0,4:04.5,+50.7,48.0,27:16.7,+1:41.7,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
50,,BTRUS20803199401,NIGMATULLINA Uliana,RUS,2+0+3+1,6,36:30.7,,,,+5:24.8,846,,,,4.0,3:25.8,+12.0,52.0,27:27.7,+1:52.7,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
51,,BTCZE20102199301,CHARVATOVA Lucie,CZE,3+2+4+1,10,36:50.2,,,,+5:44.3,648,18.0,1:56.0,+18.0,16.0,3:34.6,+20.8,36.0,26:43.7,+1:08.7,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
52,,BTJPN22505199001,MAEDA Sari,JPN,1+1+2+3,7,37:01.6,,,,+5:55.7,894,47.0,2:13.5,+35.5,43.0,3:50.6,+36.8,46.0,27:08.4,+1:33.4,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
53,,BTBUL21801199801,TODOROVA Milena,BUL,1+0+3+2,6,37:12.4,,,,+6:06.5,876,44.0,2:12.3,+34.3,51.0,3:57.1,+43.3,54.0,27:37.6,+2:02.6,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
54,,BTITA22410199001,SANFILIPPO Federica,ITA,3+0+3+1,7,37:27.2,,,,+6:21.3,786,55.0,2:25.0,+47.0,53.0,3:59.4,+45.6,53.0,27:32.0,+1:57.0,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
55,,BTRUS21101198401,FROLINA Anna,KOR,4+0+1+1,6,37:32.4,,,,+6:26.5,858,21.0,1:58.3,+20.3,38.0,3:46.5,+32.7,55.0,28:06.1,+2:31.1,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
56,,BTSLO21905199401,EINFALT Lea,SLO,3+0+1+1,5,37:42.4,,,,+6:36.5,816,50.0,2:16.3,+38.3,50.0,3:56.9,+43.1,57.0,28:37.2,+3:02.2,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
57,,BTEST22706199301,TALIHAERM Johanna,EST,1+4+2+1,8,38:30.7,,,,+7:24.8,678,45.0,2:12.6,+34.6,48.0,3:56.3,+42.5,56.0,28:18.6,+2:43.6,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
,LAP,BTRUS20807199501,DERBUSHEVA Tamara,RUS,4+2+3,,,,,,,576,,,,,,,,,,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
,DNF,BTUKR21801198601,SEMERENKO Valentina,UKR,3+1+2+3,9,,,,,,372,12.0,1:50.9,+12.9,24.0,3:39.9,+26.1,,,,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
,DNS,BTAUT22912199301,RIEDER Christina,AUT,,,,,,,,900,,,,,,,,,,BT2021SWRLCP02SWPU,BT2021SWRLCP02,Kontiolahti,Women 10km Pursuit,2020-12-06,2021,Female
1,,BTBLR20501199601,SMOLSKAYA Dzinara,BLR,0+0,0,20:12.3,60,160,b,0.0,0,23.0,56.7,+10.6,19.0,1:49.6,+10.8,10.0,18:16.2,+25.2,BT2021SWRLCP03SWSP,BT2021SWRLCP03,Hochfilzen,Women 7.5km Sprint,2020-12-11,2021,Female
2,,BTNOR22105199001,ECKHOFF Tiril,NOR,1+0,1,20:20.8,54,154,,+8.5,0,68.0,1:05.1,+19.0,68.0,2:00.8,+22.0,1.0,17:51.0,0.0,BT2021SWRLCP03SWSP,BT2021SWRLCP03,Hochfilzen,Women 7.5km Sprint,2020-12-11,2021,Female
3,,BTGER21103199401,PREUSS Franziska,GER,0+1,1,20:22.2,48,148,,+9.9,0,17.0,55.1,+9.0,7.0,1:46.1,+7.3,5.0,18:07.2,+16.2,BT2021SWRLCP03SWSP,BT2021SWRLCP03,Hochfilzen,Women 7.5km Sprint,2020-12-11,2021,Female
