Rank,IRM,IBUId,Name,Nat,Shootings,ShootingTotal,TotalTime,WC,NC,BibColor,Behind,PursuitStartDistance,ResultOrder_shooting,TotalTime_shooting,Behind_shooting,ResultOrder_range,TotalTime_range,Behind_range,ResultOrder_ski,TotalTime_ski,Behind_ski,RaceId,EventId,EventName,RaceName,RaceDate,Season,Genre
25,,BTUKR21801198601,SEMERENKO Valentina,UKR,0+0,0,21:30.8,16,116,,+1:22.7,0,999.0,1:14.0,+32.0,89,1:48.8,+32.6,46,19:30.0,+1:15.6,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
26,,BTSWE21811199302,NILSSON Emma,SWE,0+0,0,21:33.5,15,115,,+1:25.4,0,999.0,56.0,+14.0,26,1:33.7,+17.5,57,19:47.3,+1:32.9,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
27,,BTNOR22309199601,TANDREVOLD Ingrid Landmark,NOR,1+1,2,21:38.0,14,114,,+1:29.9,0,999.0,1:05.0,+23.0,65,1:41.9,+25.7,9,18:53.5,+39.1,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
28,,BTLAT22706199101,BENDIKA Baiba,LAT,0+1,1,21:40.7,13,113,,+1:32.6,0,999.0,57.0,+15.0,36,1:36.1,+19.9,42,19:26.6,+1:12.2,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
29,,BTAUT22101199601,LEITINGER Julia,AUT,0+0,0,21:41.1,12,112,,+1:33.0,0,999.0,54.0,+12.0,19,1:32.8,+16.6,63,19:54.7,+1:40.3,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
30,,BTFRA21505198701,BESCOND Anais,FRA,1+1,2,21:41.4,11,111,,+1:33.3,0,999.0,1:03.0,+21.0,39,1:36.3,+20.1,18,19:03.1,+48.7,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
31,,BTCZE22807199401,JISLOVA Jessica,CZE,0+0,0,21:42.1,10,110,,+1:34.0,0,999.0,1:06.0,+24.0,72,1:43.9,+27.7,55,19:45.5,+1:31.1,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
32,,BTCZE20301199701,DAVIDOVA Marketa,CZE,1+1,2,21:43.2,9,109,,+1:35.1,0,999.0,1:14.0,+32.0,97,1:53.2,+37.0,5,18:49.5,+35.1,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
33,,BTSUI20107199501,HAECKI-GROSS Lena,SUI,2+1,3,21:43.3,8,108,,+1:35.2,0,9.0,51.0,+9.0,4,1:26.4,+10.2,6,18:50.2,+35.8,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
34,,BTBUL20505198901,YORDANOVA Emiliya,BUL,0+0,0,21:44.0,7,107,,+1:35.9,0,999.0,49.0,+7.0,8,1:28.2,+12.0,67,20:04.3,+1:49.9,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
35,,BTITA21711199101,GONTIER Nicole,ITA,2+0,2,21:44.7,6,106,,+1:36.6,0,999.0,57.0,+15.0,24,1:33.4,+17.2,23,19:07.1,+52.7,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
36,,BTITA22410199001,SANFILIPPO Federica,ITA,1+1,2,21:46.9,5,,,+1:38.8,0,999.0,1:01.0,+19.0,38,1:36.2,+20.0,25,19:08.1,+53.7,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
37,,BTGER20905198901,HORCHLER Karolin,GER,0+1,1,21:47.2,4,,b,+1:39.1,0,999.0,1:00.0,+18.0,43,1:37.3,+21.1,47,19:30.4,+1:16.0,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
38,,BTGER22403198701,HILDEBRAND Franziska,GER,0+0,0,21:49.8,3,,,+1:41.7,0,999.0,1:07.0,+25.0,83,1:45.9,+29.7,58,19:51.4,+1:37.0,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
39,,BTAUT21701199101,KOMATZ Katharina,AUT,1+1,2,21:50.2,2,102,,+1:42.1,0,999.0,1:05.0,+23.0,72,1:43.9,+27.7,20,19:05.0,+50.6,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
40,,BTFRA20508199101,AYMONIER Celia,FRA,2+1,3,21:50.6,1,,,+1:42.5,0,999.0,1:03.0,+21.0,54,1:38.8,+22.6,3,18:45.9,+31.5,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
41,,BTGER22106198601,HORCHLER Nadine,GER,0+1,1,21:51.6,,,,+1:43.5,0,999.0,1:14.0,+32.0,93,1:50.4,+34.2,39,19:24.0,+1:09.6,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
42,,BTPOL21004199501,ZBYLUT Kinga,POL,0+1,1,21:52.1,,99,,+1:44.0,0,999.0,1:02.0,+20.0,63,1:41.5,+25.3,51,19:33.9,+1:19.5,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
43,,BTITA22711199101,RUNGGALDIER Alexia,ITA,0+0,0,21:57.7,,,,+1:49.6,0,999.0,1:01.0,+19.0,35,1:35.9,+19.7,71,20:08.2,+1:53.8,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
44,,BTJPN21301198901,TACHIZAKI Fuyuko,JPN,0+1,1,21:57.9,,97,,+1:49.8,0,999.0,1:14.0,+32.0,100,1:55.5,+39.3,36,19:23.1,+1:08.7,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
45,,BTUSA22502198301,DUNKLEE Susan,USA,0+2,2,21:58.5,,96,,+1:50.4,0,999.0,1:04.0,+22.0,56,1:39.4,+23.2,30,19:13.8,+59.4,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
46,,BTUKR21401199501,MERKUSHYNA Anastasiya,UKR,0+1,1,21:58.9,,,,+1:50.8,0,999.0,49.0,+7.0,7,1:27.4,+11.2,62,19:54.4,+1:40.0,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
47,,BTCZE20912198801,VITKOVA Veronika,CZE,0+0,0,21:59.0,,,,+1:50.9,0,999.0,1:00.0,+18.0,64,1:41.8,+25.6,68,20:05.0,+1:50.6,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
48,,BTRUS22302198502,YURLOVA-PERCHT Ekaterina,RUS,0+2,2,22:01.2,,,,+1:53.1,0,999.0,1:00.0,+18.0,43,1:37.3,+21.1,34,19:20.9,+1:06.5,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
49,,BTCHN20511199101,TANG Jialin,CHN,0+0,0,22:02.3,,92,,+1:54.2,0,999.0,1:04.0,+22.0,80,1:45.0,+28.8,70,20:06.4,+1:52.0,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
50,,BTAUT21612199301,HAUSER Lisa Theresa,AUT,1+0,1,22:02.5,,91,,+1:54.4,0,999.0,58.0,+16.0,20,1:33.1,+16.9,58,19:51.4,+1:37.0,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
51,,BTSWE22706199401,GESTBLOM Linn,SWE,1+1,2,22:03.9,,90,,+1:55.8,0,999.0,1:05.0,+23.0,68,1:42.9,+26.7,32,19:18.2,+1:03.8,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
52,,BTNOR20607199701,KALKENBERG Emilie Aagheim,NOR,1+1,2,22:07.1,,89,,+1:59.0,0,999.0,1:01.0,+19.0,43,1:37.3,+21.1,41,19:26.2,+1:11.8,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
53,,BTFIN20911198701,EDER Mari,FIN,1+1,2,22:11.6,,88,,+2:03.5,0,999.0,1:03.0,+21.0,61,1:41.1,+24.9,37,19:23.7,+1:09.3,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
54,,BTEST23101199601,ERMITS Regina,EST,0+1,1,22:12.0,,87,,+2:03.9,0,999.0,59.0,+17.0,40,1:36.5,+20.3,64,19:56.7,+1:42.3,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
55,,BTFRA21202199301,CHEVALIER-BOUCHET Anais,FRA,2+1,3,22:12.8,,,,+2:04.7,0,999.0,56.0,+14.0,22,1:33.2,+17.0,26,19:09.8,+55.4,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
56,,BTKAZ21902199601,BELETSKAYA  Yelizaveta,KAZ,0+1,1,22:13.6,,85,,+2:05.5,0,999.0,55.0,+13.0,12,1:29.8,+13.6,66,20:03.6,+1:49.2,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
57,,BTUSA22806199201,REID Joanne,USA,1+1,2,22:14.9,,84,,+2:06.8,0,999.0,1:04.0,+22.0,66,1:42.3,+26.1,45,19:29.1,+1:14.7,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
58,,BTRUS22803199501,SHAKLEINA Irina,BLR,0+2,2,22:16.6,,83,,+2:08.5,0,89.0,1:11.0,+29.0,87,1:48.4,+32.2,38,19:23.8,+1:09.4,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
59,,BTBUL21004199201,STOYANOVA Desislava,BUL,0+2,2,22:19.2,,82,,+2:11.1,0,999.0,1:12.0,+30.0,99,1:53.4,+37.2,35,19:22.8,+1:08.4,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
60,,BTCHN21005199201,ZHANG Yan,CHN,0+1,1,22:25.6,,81,,+2:17.5,0,999.0,1:13.0,+31.0,98,1:53.3,+37.1,65,19:56.8,+1:42.4,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
61,,BTNOR21505198901,SOLEMDAL Synnoeve,NOR,0+0,0,22:26.1,,,,+2:18.0,0,999.0,59.0,+17.0,50,1:38.3,+22.1,87,20:34.0,+2:19.6,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
62,,BTGER22010198801,HERRMANN-WICK Denise,GER,3+0,3,22:27.7,,,,+2:19.6,0,999.0,1:13.0,+31.0,91,1:49.8,+33.6,22,19:06.5,+52.1,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
63,,BTPOL21811199701,ZUK Kamila,POL,1+2,3,22:28.0,,78,,+2:19.9,0,999.0,1:05.0,+23.0,70,1:43.6,+27.4,31,19:16.9,+1:02.5,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
64,,BTSVK20204198901,POLIAKOVA Terezia,SVK,0+0,0,22:29.6,,77,,+2:21.5,0,999.0,1:07.0,+25.0,88,1:48.7,+32.5,83,20:29.1,+2:14.7,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
65,,BTAUT20301199401,ZDOUC Dunja,AUT,1+0,1,22:30.4,,,,+2:22.3,0,999.0,50.0,+8.0,11,1:29.5,+13.3,79,20:20.9,+2:06.5,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
66,,BTKAZ21701199401,KONDRATYEVA Anastassiya,KAZ,1+0,1,22:34.0,,75,,+2:25.9,0,999.0,59.0,+17.0,36,1:36.1,+19.9,78,20:19.7,+2:05.3,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
67,,BTSVK22211199401,FIALKOVA Ivona,SVK,1+2,3,22:36.1,,,,+2:28.0,0,999.0,1:01.0,+19.0,41,1:36.6,+20.4,44,19:28.3,+1:13.9,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
68,,BTFRA23107199201,LATUILLIERE Enora,FRA,2+2,4,22:38.8,,,,+2:30.7,0,999.0,1:01.0,+19.0,48,1:37.5,+21.3,21,19:05.9,+51.5,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
69,,BTSLO21005199701,POJE Urska,SLO,0+1,1,22:41.3,,72,,+2:33.2,0,999.0,49.0,+7.0,5,1:27.3,+11.1,88,20:38.4,+2:24.0,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
70,,BTRUS20803199401,NIGMATULLINA Uliana,RUS,0+2,2,22:41.8,,,,+2:33.7,0,999.0,49.0,+7.0,9,1:28.8,+12.6,69,20:05.3,+1:50.9,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
71,,BTBLR20501199601,SMOLSKAYA Dzinara,BLR,0+1,1,22:51.1,,70,,+2:43.0,0,999.0,1:03.0,+21.0,60,1:41.0,+24.8,84,20:29.2,+2:14.8,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
72,,BTJPN22505199001,MAEDA Sari,JPN,2+1,3,22:53.0,,69,,+2:44.9,0,999.0,1:06.0,+24.0,74,1:44.0,+27.8,53,19:37.7,+1:23.3,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
73,,BTCAN21009198801,TANDY Megan,CAN,0+2,2,22:54.7,,68,,+2:46.6,0,999.0,57.0,+15.0,34,1:35.8,+19.6,74,20:11.5,+1:57.1,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
74,,BTSUI21905199201,MEINEN Susanna,SUI,0+3,3,22:54.8,,67,,+2:46.7,0,999.0,1:04.0,+22.0,57,1:40.0,+23.8,54,19:44.8,+1:30.4,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
75,,BTNOR20601199501,KNOTTEN Karoline Offigstad,NOR,0+1,1,22:55.8,,,,+2:47.7,0,999.0,56.0,+14.0,17,1:32.3,+16.1,90,20:42.2,+2:27.8,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
76,,BTEST22105199301,GAIM Grete,EST,1+1,2,22:59.4,,65,,+2:51.3,0,999.0,1:00.0,+18.0,42,1:37.2,+21.0,77,20:17.3,+2:02.9,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
77,,BTCAN22305198801,CRAWFORD Rosanna,CAN,2+2,4,23:00.2,,64,,+2:52.1,0,10.0,52.0,+10.0,5,1:27.3,+11.1,52,19:36.0,+1:21.6,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
78,,BTJPN20601198901,TANAKA Yurie,JPN,0+1,1,23:00.4,,63,,+2:52.3,0,999.0,1:20.0,+38.0,101,2:00.6,+44.4,80,20:22.9,+2:08.5,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
79,,BTLTU22503199601,LESCINSKAITE Gabriele,LTU,0+0,0,23:08.8,,62,,+3:00.7,0,999.0,1:04.0,+22.0,76,1:44.4,+28.2,95,21:12.1,+2:57.7,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
80,,BTLTU21704198501,KOCERGINA Natalja,LTU,0+1,1,23:14.4,,61,,+3:06.3,0,999.0,1:02.0,+20.0,79,1:44.6,+28.4,92,20:50.7,+2:36.3,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
81,,BTSUI20902199401,GASPARIN Aita,SUI,3+1,4,23:23.2,,,,+3:15.1,0,999.0,53.0,+11.0,16,1:31.1,+14.9,61,19:53.8,+1:39.4,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
82,,BTEST20401199501,TOMINGAS Tuuli,EST,1+2,3,23:30.3,,57,,+3:22.2,0,999.0,57.0,+15.0,30,1:34.9,+18.7,81,20:23.4,+2:09.0,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
83,,BTPOL22502198701,PITON Karolina,POL,2+2,4,23:33.1,,,,+3:25.0,0,999.0,1:07.0,+25.0,85,1:47.5,+31.3,56,19:46.0,+1:31.6,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
84,,BTJPN22609199201,HACHISUKA Asuka,JPN,0+2,2,23:38.1,,,,+3:30.0,0,999.0,1:20.0,+38.0,102,2:01.6,+45.4,86,20:31.1,+2:16.7,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
85,,BTUKR21011199401,ZHURAVOK Yuliia,UKR,1+0,1,23:41.3,,,,+3:33.2,0,999.0,59.0,+17.0,59,1:40.7,+24.5,97,21:21.8,+3:07.4,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
86,,BTCZE20102199301,CHARVATOVA Lucie,CZE,2+2,4,23:45.2,,,,+3:37.1,0,999.0,58.0,+16.0,54,1:38.8,+22.6,73,20:10.6,+1:56.2,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
87,,BTFIN21003199501,LEHTONEN Venla,FIN,1+2,3,23:49.4,,47,,+3:41.3,0,999.0,1:12.0,+30.0,96,1:52.1,+35.9,82,20:24.2,+2:09.8,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
88,,BTCAN21607199701,MOSER Nadia,CAN,2+2,4,23:50.2,,45,,+3:42.1,0,999.0,1:00.0,+18.0,52,1:38.6,+22.4,71,20:08.2,+1:53.8,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
89,,BTNOR20209199201,BRUN-LIE Thekla,NOR,1+0,1,23:52.4,,,,+3:44.3,0,999.0,59.0,+17.0,43,1:37.3,+21.1,98,21:26.2,+3:11.8,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
90,,BTBLR21602199601,SOLA Hanna,BLR,1+3,4,24:00.4,,,,+3:52.3,0,999.0,54.0,+12.0,10,1:29.3,+13.1,85,20:31.0,+2:16.6,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
91,,BTFIN20202199701,FELLMAN Jenny,FIN,1+3,4,24:01.4,,,,+3:53.3,0,999.0,1:12.0,+30.0,94,1:50.6,+34.4,76,20:17.1,+2:02.7,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
92,,BTESP21008198801,PADIAL HERNANDEZ Victoria,ESP,0+0,0,24:02.9,,37,,+3:54.8,0,999.0,53.0,+11.0,28,1:34.5,+18.3,100,22:15.7,+4:01.3,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
93,,BTSLO21905199401,EINFALT Lea,SLO,2+3,5,24:23.1,,35,,+4:15.0,0,103.0,1:29.0,+47.0,103,2:12.9,+56.7,60,19:52.4,+1:38.0,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
94,,BTBUL20101199401,KADEVA Daniela,BUL,2+2,4,24:29.3,,33,,+4:21.2,0,999.0,55.0,+13.0,25,1:33.5,+17.3,93,20:51.9,+2:37.5,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
95,,BTSWE23103199501,MAGNUSSON Anna,SWE,0+1,1,24:33.6,,,,+4:25.5,0,999.0,57.0,+15.0,32,1:35.5,+19.3,101,22:20.7,+4:06.3,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
96,,BTKAZ22403199701,AKHATOVA Lyudmila,KAZ,0+2,2,24:40.7,,29,,+4:32.6,0,999.0,58.0,+16.0,33,1:35.6,+19.4,99,21:59.9,+3:45.5,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
97,,BTSLO21604199701,KLEMENCIC Polona,SLO,2+3,5,24:43.5,,27,,+4:35.4,0,999.0,59.0,+17.0,49,1:37.6,+21.4,89,20:41.5,+2:27.1,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
98,,BTBLR20603198801,YURKEVICH Darya,BLR,1+2,3,24:47.3,,,,+4:39.2,0,999.0,1:06.0,+24.0,81,1:45.7,+29.5,96,21:19.7,+3:05.3,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
99,,BTCAN22208199701,BANKES Megan,CAN,1+4,5,24:47.7,,,,+4:39.6,0,999.0,1:09.0,+27.0,90,1:48.9,+32.7,75,20:16.3,+2:01.9,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
100,,BTKOR20208198801,MUN Jihee,KOR,2+4,6,25:14.5,,21,,+5:06.4,0,999.0,59.0,+17.0,50,1:38.3,+22.1,91,20:42.6,+2:28.2,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
101,,BTUKR21206199201,GHILENKO Alla,MDA,2+4,6,25:23.6,,19,,+5:15.5,0,999.0,55.0,+13.0,29,1:34.6,+18.4,94,20:52.6,+2:38.2,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
102,,BTLTU22502198401,RASIMOVICIUTE Diana,LTU,0+3,3,26:05.7,,17,,+5:57.6,0,999.0,1:00.0,+18.0,76,1:44.4,+28.2,102,22:40.4,+4:26.0,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
103,,BTKOR20506199601,KO Eunjung,KOR,1+2,3,26:17.2,,15,,+6:09.1,0,999.0,1:07.0,+25.0,86,1:48.3,+32.1,103,22:44.9,+4:30.5,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
,DNS,BTSWE20211199501,OEBERG Hanna,SWE,,,,,,,,0,,,,0,,,0,,,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
,DNS,BTBIH22307199101,KARISIK-KOSARAC Tanja,BIH,,,,,,,,0,,,,0,,,0,,,BT1819SWRLCP01SWSP,BT1819SWRLCP01,Pokljuka,Women 7.5km Sprint,2018-12-08,1819,Female
1,,BTNOR11605199301,BOE Johannes Thingnes,NOR,1+0+0+2,3,30:20.4,60,160,y,0.0,0,999.0,1:47.0,+20.0,5,2:44.8,+3.2,2,26:07.2,+4.0,BT1819SWRLCP01SMPU,BT1819SWRLCP01,Pokljuka,Men 12.5km Pursuit,2018-12-09,1819,Male
2,,BTFRA11608199201,FILLON MAILLET Quentin,FRA,0+0+0+0,0,30:20.5,54,154,,+0.1,322,999.0,1:47.0,+20.0,15,2:53.7,+12.1,6,26:17.9,+14.7,BT1819SWRLCP01SMPU,BT1819SWRLCP01,Pokljuka,Men 12.5km Pursuit,2018-12-09,1819,Male
3,,BTRUS13101199201,LOGINOV Alexandr,RUS,0+0+1+0,1,30:22.3,48,148,,+1.9,112,999.0,1:42.0,+15.0,3,2:42.7,+1.1,14,26:38.3,+35.1,BT1819SWRLCP01SMPU,BT1819SWRLCP01,Pokljuka,Men 12.5km Pursuit,2018-12-09,1819,Male
4,,BTAUT12302198301,EDER Simon,AUT,0+0+0+0,0,30:36.5,43,143,,+16.1,252,999.0,1:42.0,+15.0,7,2:47.4,+5.8,24,26:50.6,+47.4,BT1819SWRLCP01SMPU,BT1819SWRLCP01,Pokljuka,Men 12.5km Pursuit,2018-12-09,1819,Male
5,,BTAUT10911198601,EBERHARD Julian,AUT,0+1+0+0,1,30:45.4,40,140,,+25.0,378,999.0,1:47.0,+20.0,2,2:42.1,+0.5,8,26:26.1,+22.9,BT1819SWRLCP01SMPU,BT1819SWRLCP01,Pokljuka,Men 12.5km Pursuit,2018-12-09,1819,Male
6,,BTNOR12907198801,BOE Tarjei,NOR,0+0+0+1,1,30:49.0,38,138,,+28.6,217,999.0,1:50.0,+23.0,14,2:53.4,+11.8,15,26:39.8,+36.6,BT1819SWRLCP01SMPU,BT1819SWRLCP01,Pokljuka,Men 12.5km Pursuit,2018-12-09,1819,Male
7,,BTNOR12303198601,L'ABEE-LUND Henrik,NOR,0+0+0+1,1,30:53.3,36,136,,+32.9,252,999.0,1:52.0,+25.0,28,2:59.8,+18.2,12,26:34.4,+31.2,BT1819SWRLCP01SMPU,BT1819SWRLCP01,Pokljuka,Men 12.5km Pursuit,2018-12-09,1819,Male
8,,BTITA13009198901,HOFER Lukas,ITA,0+1+1+0,2,31:01.7,34,134,,+41.3,455,999.0,1:51.0,+24.0,11,2:51.2,+9.6,3,26:07.7,+4.5,BT1819SWRLCP01SMPU,BT1819SWRLCP01,Pokljuka,Men 12.5km Pursuit,2018-12-09,1819,Male
